"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"En_f13cab46","change","Social or political change that communities advocate for via social media platforms.","Outcome","0.86","Platforms like Twitter have provided a platform for underrepresented communities to share their stories, raise awareness about social injustices, and advocate for change.","entity_raw","ClsC_7c3c2a73","Social Change and Activism","Social Media: Impacts and Social Change","[""Ch_000003""]","[]"
"En_3b093140","social activism","Organized efforts to drive social change, facilitated and promoted by social media platforms.","Process","0.94","By giving a voice to those who may have been silenced or ignored in mainstream media, social media has played a crucial role in promoting diversity, inclusion, and social activism.","entity_raw","ClsC_7c3c2a73","Social Change and Activism","Social Media: Impacts and Social Change","[""Ch_000003""]","[]"
"En_98651580","positive effects of social media","Beneficial impacts that social media has on communication and society.","Effect","0.8","In this essay, we will explore the various ways in which social media has influenced communication and examine both the positive and negative effects it has had on our society.","entity_raw","ClsC_4f06f4bc","General Social Media Effects","Social Media: Impacts and Social Change","[""Ch_000001""]","[]"
"En_8cb62537","negative effects of social media","Harmful or detrimental impacts that social media has on communication and society.","Effect","0.8","In this essay, we will explore the various ways in which social media has influenced communication and examine both the positive and negative effects it has had on our society.","entity_raw","ClsC_4f06f4bc","General Social Media Effects","Social Media: Impacts and Social Change","[""Ch_000001""]","[]"
"En_eb6c206c","positive change in society","Beneficial social transformations that social media activity can help bring about.","SocialOutcome","0.86","By harnessing the power of social media for good, we can leverage its potential to foster meaningful connections, amplify diverse voices, and drive positive change in our society.","entity_raw","ClsC_a324909c","Social Media–Driven Social Change","Social Media: Impacts and Social Change","[""Ch_000006""]","[]"
"En_35872704","power of social media","The significant influence and capabilities social media has to shape communication and society.","Capability","0.88","By harnessing the power of social media for good, we can leverage its potential to foster meaningful connections, amplify diverse voices, and drive positive change in our society.","entity_raw","ClsC_a324909c","Social Media–Driven Social Change","Social Media: Impacts and Social Change","[""Ch_000006""]","[]"
"En_9617c57e","ability to connect regardless of physical distance","The capability of social media to link people even when they are geographically far apart.","Capability","0.88","One of the most significant impacts of social media on communication is the ability to connect with others regardless of physical distance.","entity_raw","ClsC_462dabd4","Social Media Connectivity","Social Media Relationships & Connectedness","[""Ch_000001""]","[]"
"En_faf2fd42","increased connectivity","Greater ability for people to connect and communicate with others through social media platforms.","Benefit","0.93","While it has brought about many positive changes, such as increased connectivity, empowerment of marginalized voices, and awareness of social issues, it also poses challenges in terms of misinformation, superficial communication, and mental health implications.","entity_raw","ClsC_462dabd4","Social Media Connectivity","Social Media Relationships & Connectedness","[""Ch_000006""]","[]"
"En_c986f79c","meaningful connections","Deeper, more genuine social relationships that can be supported via social media.","SocialOutcome","0.9","By harnessing the power of social media for good, we can leverage its potential to foster meaningful connections, amplify diverse voices, and drive positive change in our society.","entity_raw","ClsC_462dabd4","Social Media Connectivity","Social Media Relationships & Connectedness","[""Ch_000006""]","[]"
"En_b08d1fe4","relationships","Interpersonal connections and social bonds between individuals influenced by social media.","Concept","0.9","This powerful tool has significantly impacted the way we interact with one another, shaping our relationships, behaviors, and even our perceptions of the world around us.","entity_raw","ClsC_3bc44060","Social Media Impact Domains","Social Media Societal Impact","[""Ch_000001""]","[]"
"En_d7a31a15","behaviors","Patterns of human actions and conduct that are affected by social media use.","Concept","0.88","This powerful tool has significantly impacted the way we interact with one another, shaping our relationships, behaviors, and even our perceptions of the world around us.","entity_raw","ClsC_3bc44060","Social Media Impact Domains","Social Media Societal Impact","[""Ch_000001""]","[]"
"En_f3db2b2b","perceptions of the world","How individuals interpret and understand the world around them, influenced by social media.","Concept","0.9","This powerful tool has significantly impacted the way we interact with one another, shaping our relationships, behaviors, and even our perceptions of the world around us.","entity_raw","ClsC_3bc44060","Social Media Impact Domains","Social Media Societal Impact","[""Ch_000001""]","[]"
"En_2e408b5a","online relationships","Interpersonal relationships primarily maintained through internet-based communication platforms.","Relationship","0.95","This can lead to a lack of meaningful interaction and genuine connections between individuals, as well as a tendency to prioritize online relationships over face-to-face interactions.","entity_raw","ClsC_deddfe73","Interaction Modalities","Social Media and Online Social Interaction","[""Ch_000005""]","[]"
"En_bca2ee16","face-to-face interaction","Direct, in-person communication and encounters between individuals who are physically co-present.","Interaction","0.96","This can lead to a lack of meaningful interaction and genuine connections between individuals, as well as a tendency to prioritize online relationships over face-to-face interactions.","entity_raw","ClsC_deddfe73","Interaction Modalities","Social Media and Online Social Interaction","[""Ch_000005""]","[]"
"En_b7c93723","lack of meaningful interaction","A state where communication lacks depth, reducing the quality of interpersonal engagement.","Condition","0.94","This can lead to a lack of meaningful interaction and genuine connections between individuals, as well as a tendency to prioritize online relationships over face-to-face interactions.","entity_raw","ClsC_e49dec24","Interaction Quality States","Social Media and Online Social Interaction","[""Ch_000005""]","[]"
"En_22adee90","genuine connections between individuals","Authentic, deep interpersonal relationships formed between people.","Relationship","0.93","This can lead to a lack of meaningful interaction and genuine connections between individuals, as well as a tendency to prioritize online relationships over face-to-face interactions.","entity_raw","ClsC_e49dec24","Interaction Quality States","Social Media and Online Social Interaction","[""Ch_000005""]","[]"
"En_79bb697b","sense of closeness","Perceived emotional proximity and connection among social media users.","PsychologicalState","0.8","Through instant messaging, video calls, and social networking features, individuals can share updates, photos, and thoughts in real-time, fostering a sense of closeness and community among users.","entity_raw","ClsC_ad3384ea","Social Connectedness","Social Media Relationships & Connectedness","[""Ch_000002""]","[]"
"En_c69cf250","sense of community","Feeling of belonging and social connection created among users on social media.","SocialCondition","0.84","Through instant messaging, video calls, and social networking features, individuals can share updates, photos, and thoughts in real-time, fostering a sense of closeness and community among users.","entity_raw","ClsC_ad3384ea","Social Connectedness","Social Media Relationships & Connectedness","[""Ch_000002""]","[]"
"En_bb273c9f","constant need for validation and approval","Persistent desire to receive positive feedback or affirmation from others.","PsychologicalState","0.96","The constant need for validation and approval through likes and comments can also have negative effects on mental health and self-esteem, contributing to feelings of inadequacy and comparison with others.","entity_raw","ClsC_90af47cc","Validation-Seeking and Social Comparison Processes","Self-Worth and Social Comparison Dynamics","[""Ch_000005""]","[]"
"En_8064b14a","comparison with others","Process of evaluating oneself relative to other people, often negatively.","PsychologicalProcess","0.94","The constant need for validation and approval through likes and comments can also have negative effects on mental health and self-esteem, contributing to feelings of inadequacy and comparison with others.","entity_raw","ClsC_90af47cc","Validation-Seeking and Social Comparison Processes","Self-Worth and Social Comparison Dynamics","[""Ch_000005""]","[]"
"En_333024c9","negative effects on self-esteem","Harmful impact on an individual's sense of self-worth.","Symptom","0.95","The constant need for validation and approval through likes and comments can also have negative effects on mental health and self-esteem, contributing to feelings of inadequacy and comparison with others.","entity_raw","ClsC_8a0bc0ff","Self-Esteem Impairments and Inadequacy Feelings","Self-Worth and Social Comparison Dynamics","[""Ch_000005""]","[]"
"En_6b0fbb16","feelings of inadequacy","Subjective sense of not being good enough compared to others.","PsychologicalState","0.96","The constant need for validation and approval through likes and comments can also have negative effects on mental health and self-esteem, contributing to feelings of inadequacy and comparison with others.","entity_raw","ClsC_8a0bc0ff","Self-Esteem Impairments and Inadequacy Feelings","Self-Worth and Social Comparison Dynamics","[""Ch_000005""]","[]"
"En_0e7ef7cd","amplification of our voices","Increase in reach and impact of individuals’ messages enabled by social media.","Process","0.92","Another key impact of social media on communication is the amplification of our voices and the visibility of marginalized groups.","entity_raw","ClsC_0604ff82","Marginalized and Diverse Voices","Marginalization, Representation & Inclusion in Social Media","[""Ch_000003""]","[]"
"En_1375e6a6","visibility of marginalized groups","Greater public awareness and presence of marginalized groups enabled by social media.","Process","0.93","Another key impact of social media on communication is the amplification of our voices and the visibility of marginalized groups.","entity_raw","ClsC_0604ff82","Marginalized and Diverse Voices","Marginalization, Representation & Inclusion in Social Media","[""Ch_000003""]","[]"
"En_71f16db3","empowerment of marginalized voices","The increased ability of marginalized groups to express themselves and be heard via social media.","Benefit","0.96","While it has brought about many positive changes, such as increased connectivity, empowerment of marginalized voices, and awareness of social issues, it also poses challenges in terms of misinformation, superficial communication, and mental health implications.","entity_raw","ClsC_0604ff82","Marginalized and Diverse Voices","Marginalization, Representation & Inclusion in Social Media","[""Ch_000006""]","[]"
"En_cab7bd08","diverse voices","A wide range of perspectives and experiences expressed by different social media users.","SocialActorGroup","0.9","By harnessing the power of social media for good, we can leverage its potential to foster meaningful connections, amplify diverse voices, and drive positive change in our society.","entity_raw","ClsC_0604ff82","Marginalized and Diverse Voices","Marginalization, Representation & Inclusion in Social Media","[""Ch_000006""]","[]"
"En_fda6114d","diversity","Presence and recognition of varied identities and perspectives promoted via social media.","Value","0.9","By giving a voice to those who may have been silenced or ignored in mainstream media, social media has played a crucial role in promoting diversity, inclusion, and social activism.","entity_raw","ClsC_37fdbaf1","Social Equality Values","Marginalization, Representation & Inclusion in Social Media","[""Ch_000003""]","[]"
"En_2b303fa8","inclusion","Practice of integrating and valuing marginalized voices within public discourse.","Value","0.9","By giving a voice to those who may have been silenced or ignored in mainstream media, social media has played a crucial role in promoting diversity, inclusion, and social activism.","entity_raw","ClsC_37fdbaf1","Social Equality Values","Marginalization, Representation & Inclusion in Social Media","[""Ch_000003""]","[]"
"Can_7d3523cb","human communication in contemporary society","The overall process, modes, and patterns of information exchange between people in contemporary society, including how social media shapes the ways individuals connect, share information, and interact.","Process","0.94","All three mentions describe the same underlying concept of human communication as shaped by social media, differing only in phrasing and level of specificity (general process, in our society, and patterns).","entity_raw","ClsC_62695385","Contemporary Digital Society","Digital Information & Communication in Contemporary Society","[""Ch_000001"", ""Ch_000003"", ""Ch_000004"", ""Ch_000005"", ""Ch_000006""]","[]"
"En_1968ffbc","today's digital age","The contemporary era characterized by widespread use of digital technologies and online connectivity.","TimePeriod","0.9","Social media has revolutionized the way we communicate in today's digital age. This powerful tool has significantly impacted the way we interact with one another, shaping our relationships, behaviors, and even our perceptions of the world around us.","entity_raw","ClsC_62695385","Contemporary Digital Society","Digital Information & Communication in Contemporary Society","[""Ch_000001""]","[]"
"En_7bc81d09","social media","Online platforms and tools that enable social networking, content sharing, and communication.","PlatformCategory","0.99","Moreover, social media has also transformed the way we receive and share information. With the rise of citizen journalism and user-generated content, news spreads rapidly through social networking sites, often reaching a wider audience much faster than traditional media outlets.","entity_raw","ClsC_82e012f0","Social Media Concepts","Social Media and Online Social Interaction","[""Ch_000002""]","[]"
"En_92fd7489","ever-evolving landscape of social media","The continuously changing environment and features of social media platforms.","Environment","0.84","As we continue to navigate the ever-evolving landscape of social media, it is crucial to be mindful of its effects on our communication patterns and strive to use these platforms in a responsible and constructive manner.","entity_raw","ClsC_82e012f0","Social Media Concepts","Social Media and Online Social Interaction","[""Ch_000006""]","[]"
"En_ec88aa0c","responsible and constructive use of platforms","Using social media platforms in ways that are ethical, thoughtful, and beneficial.","Behavior","0.8","As we continue to navigate the ever-evolving landscape of social media, it is crucial to be mindful of its effects on our communication patterns and strive to use these platforms in a responsible and constructive manner.","entity_raw","ClsC_82e012f0","Social Media Concepts","Social Media and Online Social Interaction","[""Ch_000006""]","[]"
"En_81172a23","friends","Personal social connections that individuals keep in touch with via social media platforms.","SocialGroup","0.88","Platforms such as Facebook, Twitter, Instagram, and Snapchat have made it easier than ever to stay in touch with friends, family, and acquaintances from all over the world.","entity_raw","ClsC_ccab762a","Social Contacts","Social Media Relationships & Connectedness","[""Ch_000002""]","[]"
"En_d87ee2f7","family","Relatives and close kin that users communicate with using social media.","SocialGroup","0.88","Platforms such as Facebook, Twitter, Instagram, and Snapchat have made it easier than ever to stay in touch with friends, family, and acquaintances from all over the world.","entity_raw","ClsC_ccab762a","Social Contacts","Social Media Relationships & Connectedness","[""Ch_000002""]","[]"
"En_1e9817f7","acquaintances","People known to an individual with whom they maintain contact through social media.","SocialGroup","0.88","Platforms such as Facebook, Twitter, Instagram, and Snapchat have made it easier than ever to stay in touch with friends, family, and acquaintances from all over the world.","entity_raw","ClsC_ccab762a","Social Contacts","Social Media Relationships & Connectedness","[""Ch_000002""]","[]"
"En_83110fde","current events","Ongoing news and developments that users become informed and engaged in.","Topic","0.9","This democratization of information has empowered individuals to be more informed and engaged in current events, sparking important conversations and debates on various social issues.","entity_raw","ClsC_7cadfc82","Information Engagement Concepts","Digital Information & Communication in Contemporary Society","[""Ch_000003""]","[]"
"En_e046a3ca","democratization of information","Process where access to information becomes widely available beyond traditional gatekeepers.","Process","0.96","This democratization of information has empowered individuals to be more informed and engaged in current events, sparking important conversations and debates on various social issues.","entity_raw","ClsC_7cadfc82","Information Engagement Concepts","Digital Information & Communication in Contemporary Society","[""Ch_000003""]","[]"
"En_97a0263c","traditional media outlets","Legacy news distribution channels such as television, radio, and newspapers.","OrganizationCategory","0.9","news spreads rapidly through social networking sites, often reaching a wider audience much faster than traditional media outlets.","entity_raw","ClsC_f053899b","Traditional Mass Media","News Media & Journalism","[""Ch_000002""]","[]"
"En_4209c0db","mainstream media","Traditional mass media outlets that historically silenced or ignored some voices.","OrganizationCategory","0.95","By giving a voice to those who may have been silenced or ignored in mainstream media, social media has played a crucial role in promoting diversity, inclusion, and social activism.","entity_raw","ClsC_f053899b","Traditional Mass Media","News Media & Journalism","[""Ch_000003""]","[]"
"En_7e5ce88e","wider audience","A large group of people that can be reached quickly via social networking sites.","Audience","0.82","With the rise of citizen journalism and user-generated content, news spreads rapidly through social networking sites, often reaching a wider audience much faster than traditional media outlets.","entity_raw","ClsC_3f5dae8f","Social Media Audiences","Social Media and Online Social Interaction","[""Ch_000002""]","[]"
"En_41e81ebb","individuals","People using social media who become more informed and engaged in current events.","Actor","0.9","This democratization of information has empowered individuals to be more informed and engaged in current events, sparking important conversations and debates on various social issues.","entity_raw","ClsC_3f5dae8f","Social Media Audiences","Social Media and Online Social Interaction","[""Ch_000003""]","[]"
"En_cc76067a","our society","The broader social structure and community that experiences the effects of social media.","CollectiveEntity","0.86","In this essay, we will explore the various ways in which social media has influenced communication and examine both the positive and negative effects it has had on our society.","entity_raw","ClsC_71c0816b","Social Collective Entity","Social Media Societal Impact","[""Ch_000001""]","[]"
"En_a601c21d","citizen journalism","News reporting and information sharing conducted by ordinary individuals rather than professional journalists.","Process","0.96","Moreover, social media has also transformed the way we receive and share information. With the rise of citizen journalism and user-generated content, news spreads rapidly through social networking sites, often reaching a wider audience much faster than traditional media outlets.","entity_raw","ClsC_8b7d9f8c","Citizen Journalism","News Media & Journalism","[""Ch_000002""]","[]"
"En_5cfa148a","underrepresented communities","Communities that lack adequate representation in mainstream media and public discourse.","SocialGroup","0.96","Platforms like Twitter have provided a platform for underrepresented communities to share their stories, raise awareness about social injustices, and advocate for change.","entity_raw","ClsC_22ceae07","Underrepresented Communities","Marginalization, Representation & Inclusion in Social Media","[""Ch_000003""]","[]"
"En_4bc2ebef","marginalized groups","Groups with limited social, economic, or political power gaining visibility via social media.","SocialGroup","0.93","Another key impact of social media on communication is the amplification of our voices and the visibility of marginalized groups.","entity_raw","ClsC_22ceae07","Underrepresented Communities","Marginalization, Representation & Inclusion in Social Media","[""Ch_000003""]","[]"
"En_d856c826","serious real-world consequences","Significant impacts on offline events and society resulting from online information spread.","Outcome","0.9","The ease with which information can be shared and spread on these platforms has made it difficult to discern fact from fiction, leading to the proliferation of rumors, conspiracy theories, and propaganda that can have serious real-world consequences.","entity_raw","ClsC_7c57ec8e","Online Information Consequences","Social Media: Impacts and Social Change","[""Ch_000004""]","[]"
"En_6431d334","information","Content and data shared by users on social networking platforms.","Content","0.86","The ease with which information can be shared and spread on these platforms has made it difficult to discern fact from fiction, leading to the proliferation of rumors, conspiracy theories, and propaganda.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000004""]","[]"
"En_de26786f","rumors","Unverified pieces of information spreading rapidly through social media.","Content","0.94","The ease with which information can be shared and spread on these platforms has made it difficult to discern fact from fiction, leading to the proliferation of rumors, conspiracy theories, and propaganda that can have serious real-world consequences.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000004""]","[]"
"En_ca31e620","conspiracy theories","Speculative or unfounded explanatory narratives that spread via social media.","Content","0.95","The ease with which information can be shared and spread on these platforms has made it difficult to discern fact from fiction, leading to the proliferation of rumors, conspiracy theories, and propaganda that can have serious real-world consequences.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000004""]","[]"
"En_2490fb58","propaganda","Biased or manipulative information disseminated through social media to influence opinions.","Content","0.95","The ease with which information can be shared and spread on these platforms has made it difficult to discern fact from fiction, leading to the proliferation of rumors, conspiracy theories, and propaganda that can have serious real-world consequences.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000004""]","[]"
"En_73d6e945","updates","Short textual or status posts shared by individuals on social media.","ContentType","0.86","Through instant messaging, video calls, and social networking features, individuals can share updates, photos, and thoughts in real-time, fostering a sense of closeness and community among users.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000002""]","[]"
"En_4f66a81b","thoughts","Personal reflections or opinions shared as posts on social media.","ContentType","0.82","Through instant messaging, video calls, and social networking features, individuals can share updates, photos, and thoughts in real-time, fostering a sense of closeness and community among users.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000002""]","[]"
"En_646e0929","user-generated content","Content such as posts, images, and videos created and shared by platform users.","ContentCategory","0.97","With the rise of citizen journalism and user-generated content, news spreads rapidly through social networking sites, often reaching a wider audience much faster than traditional media outlets.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000002""]","[]"
"En_5929471e","news","Information and reports about recent events that spread via social networking sites.","InformationType","0.9","With the rise of citizen journalism and user-generated content, news spreads rapidly through social networking sites, often reaching a wider audience much faster than traditional media outlets.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000002""]","[]"
"En_53e9d86a","comments","User-written responses to posts or content on social media platforms.","PlatformFeature","0.97","The constant need for validation and approval through likes and comments can also have negative effects on mental health and self-esteem, contributing to feelings of inadequacy and comparison with others.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000005""]","[]"
"En_b76b8d94","photos","Images shared by users on social media platforms as part of their content.","ContentType","0.9","Through instant messaging, video calls, and social networking features, individuals can share updates, photos, and thoughts in real-time, fostering a sense of closeness and community among users.","entity_raw","ClsR_ea869ee6","Social Media Content Types","Social Media Content & Information","[""Ch_000002""]","[]"
"En_d651537b","instant messaging","Real-time text-based communication feature used on social media platforms.","CommunicationMethod","0.97","Through instant messaging, video calls, and social networking features, individuals can share updates, photos, and thoughts in real-time, fostering a sense of closeness and community among users.","entity_raw","ClsR_7c5abe79","Social Media Communication Features","Social Media & Online Communication","[""Ch_000002""]","[]"
"En_34f32a97","video calls","Real-time audiovisual communication method enabling face-to-face interaction over the internet.","CommunicationMethod","0.97","Through instant messaging, video calls, and social networking features, individuals can share updates, photos, and thoughts in real-time, fostering a sense of closeness and community among users.","entity_raw","ClsR_7c5abe79","Social Media Communication Features","Social Media & Online Communication","[""Ch_000002""]","[]"
"En_826cdefd","social networking features","Platform functionalities that enable connecting, interacting, and sharing among users.","PlatformFeature","0.9","Through instant messaging, video calls, and social networking features, individuals can share updates, photos, and thoughts in real-time, fostering a sense of closeness and community among users.","entity_raw","ClsR_7c5abe79","Social Media Communication Features","Social Media & Online Communication","[""Ch_000002""]","[]"
"En_bdc41f98","Twitter","A social networking and microblogging platform used for sharing short messages and news.","Platform","0.99","Platforms such as Facebook, Twitter, Instagram, and Snapchat have made it easier than ever to stay in touch with friends, family, and acquaintances from all over the world.","entity_raw","ClsR_9d7592b6","Social Media Platforms","Social Media & Online Communication","[""Ch_000002""]","[]"
"En_1e21fa2a","Snapchat","A multimedia messaging social media platform for sharing photos, videos, and messages.","Platform","0.99","Platforms such as Facebook, Twitter, Instagram, and Snapchat have made it easier than ever to stay in touch with friends, family, and acquaintances from all over the world.","entity_raw","ClsR_9d7592b6","Social Media Platforms","Social Media & Online Communication","[""Ch_000002""]","[]"
"En_1e71288d","Facebook","A social media platform used to stay in touch and share updates, photos, and thoughts.","Platform","0.99","Platforms such as Facebook, Twitter, Instagram, and Snapchat have made it easier than ever to stay in touch with friends, family, and acquaintances from all over the world.","entity_raw","ClsR_9d7592b6","Social Media Platforms","Social Media & Online Communication","[""Ch_000002""]","[]"
"Can_4ec3a77a","social media","Online platforms and services, including social networking sites, that enable users to connect, create, share, and interact with user-generated content and with each other at scale.","PlatformCategory","0.99","Both mentions describe the same concept of online social platforms used for connecting and sharing content, with one a subtype (social networking sites) of the broader term social media.","entity_raw","ClsR_9d7592b6","Social Media Platforms","Social Media & Online Communication","[""Ch_000001"", ""Ch_000002"", ""Ch_000003"", ""Ch_000004"", ""Ch_000005"", ""Ch_000006""]","[]"
"En_d049af80","Instagram","A photo and video sharing social media platform enabling users to share updates and images.","Platform","0.99","Platforms such as Facebook, Twitter, Instagram, and Snapchat have made it easier than ever to stay in touch with friends, family, and acquaintances from all over the world.","entity_raw","ClsR_9d7592b6","Social Media Platforms","Social Media & Online Communication","[""Ch_000002""]","[]"
"En_5206b6a3","Twitter","Specific social media platform used by underrepresented communities to share stories and advocate.","Platform","0.99","Platforms like Twitter have provided a platform for underrepresented communities to share their stories, raise awareness about social injustices, and advocate for change.","entity_raw","ClsR_9d7592b6","Social Media Platforms","Social Media & Online Communication","[""Ch_000003""]","[]"
"Can_cd9c7665","mental health impacts of social media","Adverse effects that social media use can have on users’ mental and emotional well-being.","HealthImpact","0.96","Both mentions describe detrimental impacts of social media on mental health, differing only in phrasing and context, so they represent the same underlying concept.","entity_raw","ClsR_8e1ba779","Mental Health Impacts of Social Media","Social Media: Impacts and Social Change","[""Ch_000005"", ""Ch_000006""]","[]"
"En_e1957ff6","social injustices","Unfair social conditions and discriminatory practices highlighted on social media.","Topic","0.94","Platforms like Twitter have provided a platform for underrepresented communities to share their stories, raise awareness about social injustices, and advocate for change.","entity_raw","ClsR_24d71ec3","Social Justice Issues","Social Media and Online Social Interaction","[""Ch_000003""]","[]"
