"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"En_55e4d0e5","house made of sweets","The edible house the siblings discover in the woods.","Structure","0.95","Two siblings who are abandoned in the woods by their parents and stumble upon a house made of sweets belonging to a cannibalistic witch.","entity_raw","ClsC_29f09d90","Hansel and Gretel Settings","Grimm Fairy Tales","[""Ch_000004""]","[]"
"En_379003c8","German Snow White folklore traditions","Variants of the Snow White story preserved within German folklore.","CulturalTradition","0.82","The story of Snow White can be found in different variations in folklore from various cultures, including German, Italian, and Slavic traditions. These references indicate culturally specific Snow White narratives.","entity_raw","ClsC_d8fd8b3b","Snow White Folklore Traditions","Folklore and Mythic Narratives","[""Ch_000003""]","[]"
"En_08921a8a","Italian Snow White folklore traditions","Variants of the Snow White narrative found in Italian folk storytelling.","CulturalTradition","0.82","The story of Snow White can be found in different variations in folklore from various cultures, including German, Italian, and Slavic traditions. Each tradition represents a localized Snow White variant.","entity_raw","ClsC_d8fd8b3b","Snow White Folklore Traditions","Folklore and Mythic Narratives","[""Ch_000003""]","[]"
"En_bd2b4377","Slavic Snow White folklore traditions","Snow White story variations transmitted in Slavic cultural folklore.","CulturalTradition","0.82","The story of Snow White can be found in different variations in folklore from various cultures, including German, Italian, and Slavic traditions. The text highlights Snow White’s presence across multiple Slavic folk traditions.","entity_raw","ClsC_d8fd8b3b","Snow White Folklore Traditions","Folklore and Mythic Narratives","[""Ch_000003""]","[]"
"Can_7eed65e8","Snow White","A beautiful princess who flees into the forest to escape her wicked stepmother, the evil queen, in the Snow White fairy tale.","Character","0.99","Both refer to the same individual character; one simply describes her royal role as a beautiful princess.","entity_raw","ClsC_893e3301","Snow White Characters","Snow White Fairy Tale","[""Ch_000004""]","[]"
"Can_0708292b","Evil Queen","The wicked stepmother of Snow White and the primary antagonist in the Snow White fairy tale.","Character","0.96","Both mentions occur in the same span and are explicitly equated (“wicked stepmother, the evil queen”), clearly referring to the same character.","entity_raw","ClsC_893e3301","Snow White Characters","Snow White Fairy Tale","[""Ch_000004""]","[]"
"En_752801af","seven dwarfs","A group of seven dwarfs who assist Snow White against the evil queen.","Group","0.97","With the help of seven dwarfs, Snow White ultimately triumphs over the queen's jealousy and finds her happily ever after with a handsome prince.","entity_raw","ClsC_893e3301","Snow White Characters","Snow White Fairy Tale","[""Ch_000004""]","[{""prop_name"": ""group_size"", ""prop_value"": 7, ""justification"": ""They are explicitly described as 'seven dwarfs,' making the number intrinsic to this group entity.""}]"
"En_38e329c9","handsome prince","The prince with whom Snow White finds her happily ever after.","Character","0.9","With the help of seven dwarfs, Snow White ultimately triumphs over the queen's jealousy and finds her happily ever after with a handsome prince.","entity_raw","ClsC_893e3301","Snow White Characters","Snow White Fairy Tale","[""Ch_000004""]","[]"
"En_92be3881","queen's jealousy","The jealousy harbored by the evil queen toward Snow White.","EmotionState","0.88","With the help of seven dwarfs, Snow White ultimately triumphs over the queen's jealousy and finds her happily ever after with a handsome prince.","entity_raw","ClsC_ebd225d4","Snow White Narrative States","Snow White Fairy Tale","[""Ch_000004""]","[]"
"En_10631036","happily ever after","The happy final state Snow White attains at the end of the story.","OutcomeState","0.85","With the help of seven dwarfs, Snow White ultimately triumphs over the queen's jealousy and finds her happily ever after with a handsome prince.","entity_raw","ClsC_ebd225d4","Snow White Narrative States","Snow White Fairy Tale","[""Ch_000004""]","[]"
"Can_de2dcc1a","Cinderella (fairytale)","A classic fairytale about a young woman who, with magical assistance and a lost slipper, overcomes hardship and marries a ruler; known in many cultural variants including the Grimm and Perrault versions.","Fairytale","0.99","All four mentions refer to the same overarching Cinderella fairytale, differing only in context (Grimm collection, ancient roots, Perrault version) rather than representing distinct entities.","entity_raw","ClsC_763921fd","Cinderella Narratives","Cinderella Narrative Tradition","[""Ch_000001"", ""Ch_000002"", ""Ch_000003"", ""Ch_000007""]","[]"
"En_f128297d","Perrault's version of Cinderella","The 1697 Charles Perrault literary version of Cinderella that added several now-iconic narrative elements.","StoryVersion","0.95","The version of Cinderella that most people are familiar with today is the one published by Charles Perrault in 1697. Perrault's version introduced iconic elements such as the fairy godmother, the glass slipper, and the stroke of midnight.","entity_raw","ClsC_8385eeed","Cinderella Author–Work Pair","Cinderella Narrative Tradition","[""Ch_000003""]","[{""prop_name"": ""publication_year"", ""prop_value"": 1697, ""justification"": ""Described as the version of Cinderella published by Charles Perrault in 1697.""}]"
"En_97459137","fairy godmother","A magical benefactor character who helps Cinderella attend the royal event in Perrault’s version.","Character","0.97","Perrault's version introduced iconic elements such as the fairy godmother, the glass slipper, and the stroke of midnight. These story components became defining traits of the familiar Cinderella narrative.","entity_raw","ClsC_1fde3cf3","Cinderella Story Elements","Cinderella Narrative Tradition","[""Ch_000003""]","[]"
"En_fc33f3aa","glass slipper","The distinctive slipper made of glass that Cinderella loses, enabling her later recognition.","Object","0.97","Perrault's version introduced iconic elements such as the fairy godmother, the glass slipper, and the stroke of midnight. The glass slipper is a key plot object in the story.","entity_raw","ClsC_1fde3cf3","Cinderella Story Elements","Cinderella Narrative Tradition","[""Ch_000003""]","[]"
"En_ff08d150","stroke of midnight","The specific moment when Cinderella’s magical transformation ends in Perrault’s version.","PlotDevice","0.9","Perrault's version introduced iconic elements such as the fairy godmother, the glass slipper, and the stroke of midnight, which defines the time limit of Cinderella’s magical transformation.","entity_raw","ClsC_1fde3cf3","Cinderella Story Elements","Cinderella Narrative Tradition","[""Ch_000003""]","[]"
"En_d3e399de","Charles Perrault","French author whose 1697 publication established the most familiar version of the Cinderella fairytale.","Person","0.98","The version of Cinderella that most people are familiar with today is the one published by Charles Perrault in 1697. Perrault's version introduced iconic elements such as the fairy godmother, the glass slipper, and the stroke of midnight.","entity_raw","ClsC_8385eeed","Cinderella Author–Work Pair","Cinderella Narrative Tradition","[""Ch_000003""]","[]"
"En_c8119350","Rhodopis","A young girl in the ancient Greek Cinderella-like story who marries the king after losing a slipper.","FictionalCharacter","0.98","The earliest known version of the Cinderella story can be traced back to ancient Greece, where the story of a young girl named Rhodopis who marries the king after he finds her lost slipper was first recorded.","entity_raw","ClsC_48838c3c","Rhodopis Tale Characters","Cinderella Narrative Tradition","[""Ch_000002""]","[]"
"En_396ba2a9","King in the Rhodopis tale","The ruler in the ancient Greek Rhodopis Cinderella-like tale who finds her lost slipper and marries her.","FictionalCharacter","0.88","The earliest known version of the Cinderella story can be traced back to ancient Greece, where the story of a young girl named Rhodopis who marries the king after he finds her lost slipper was first recorded.","entity_raw","ClsC_48838c3c","Rhodopis Tale Characters","Cinderella Narrative Tradition","[""Ch_000002""]","[]"
"En_16f2d18e","Rhodopis Cinderella tale","The earliest known recorded version of the Cinderella-like narrative, a story of a young girl named Rhodopis in ancient Greece who marries the king after he finds her lost slipper.","StoryVersion","0.91","The earliest known version of the Cinderella story can be traced back to ancient Greece, where the story of a young girl named Rhodopis who marries the king after he finds her lost slipper was first recorded.","entity_raw","ClsC_d7b5950c","Rhodopis Tale Elements","Cinderella Narrative Tradition","[""Ch_000002""]","[]"
"En_05dc29e6","ancient Greece","Historical Greek civilization where the earliest recorded Cinderella-like story of Rhodopis originated.","HistoricalLocation","0.96","The earliest known version of the Cinderella story can be traced back to ancient Greece, where the story of a young girl named Rhodopis who marries the king after he finds her lost slipper was first recorded.","entity_raw","ClsC_d7b5950c","Rhodopis Tale Elements","Cinderella Narrative Tradition","[""Ch_000002""]","[]"
"En_e4317b11","lost slipper","Footwear item in the Rhodopis/Cinderella narrative that enables the king to identify and marry the heroine.","Object","0.9","The earliest known version of the Cinderella story can be traced back to ancient Greece, where the story of a young girl named Rhodopis who marries the king after he finds her lost slipper was first recorded.","entity_raw","ClsC_d7b5950c","Rhodopis Tale Elements","Cinderella Narrative Tradition","[""Ch_000002""]","[]"
"Can_4f769866","Brothers Grimm","The sibling pair Jacob and Wilhelm Grimm, German scholars and folklorists who collected and published classic European folk and fairy tales such as ""Hansel and Gretel"" in the early 19th century.","PersonGroup","0.98","Both entries refer to the same pair of German folklorists, differing only in role emphasis (general scholars vs. collectors of 'Hansel and Gretel').","entity_raw","ClsC_6e42d0cb","Grimm Brothers","Grimm Fairy Tales","[""Ch_000001"", ""Ch_000002"", ""Ch_000003"", ""Ch_000004"", ""Ch_000007""]","[]"
"En_b2111f88","Jacob Grimm","One of the Grimm brothers, a German scholar who collected and published traditional fairytales.","Person","0.99","Jacob and Wilhelm Grimm, German brothers and scholars, began collecting and publishing these tales in the early 19th century. The brothers traveled throughout the German countryside, gathering stories from peasants and villagers to preserve the oral traditions of their culture.","entity_raw","ClsC_6e42d0cb","Grimm Brothers","Grimm Fairy Tales","[""Ch_000002""]","[{""prop_name"": ""nationality"", ""prop_value"": ""German"", ""justification"": ""Explicitly described as one of the 'German brothers and scholars'.""}]"
"En_38d2ea70","Wilhelm Grimm","One of the Grimm brothers, a German scholar involved in collecting and publishing fairytales.","Person","0.99","Jacob and Wilhelm Grimm, German brothers and scholars, began collecting and publishing these tales in the early 19th century. The brothers traveled throughout the German countryside, gathering stories from peasants and villagers to preserve the oral traditions of their culture.","entity_raw","ClsC_6e42d0cb","Grimm Brothers","Grimm Fairy Tales","[""Ch_000002""]","[{""prop_name"": ""nationality"", ""prop_value"": ""German"", ""justification"": ""Explicitly described as one of the 'German brothers and scholars'.""}]"
"Can_356acc7b","Hansel and Gretel","A classic fairy tale from the Brothers Grimm about two siblings abandoned in the woods who discover a witch’s candy house, included in the collection ""Grimm's Fairy Tales.""","FairyTale","0.99","Both entities clearly describe the same Brothers Grimm fairy tale with only minor wording differences.","entity_raw","ClsC_a46812a4","Grimm Fairy-Tale Works","Grimm Fairy Tales","[""Ch_000001"", ""Ch_000004"", ""Ch_000007""]","[]"
"Can_6fe8d6d0","Grimm's Fairy Tales","The Brothers Grimm's published collection of fairy tales, including well-known stories such as ""Cinderella,"" ""Snow White,"" and ""Hansel and Gretel.""","LiteraryWorkCollection","0.99","“These tales” is an anaphoric reference to the collection of fairy tales the Grimms gathered and published, which contextually matches the work ""Grimm's Fairy Tales.""","entity_raw","ClsC_a46812a4","Grimm Fairy-Tale Works","Grimm Fairy Tales","[""Ch_000001"", ""Ch_000002"", ""Ch_000003"", ""Ch_000007""]","[]"
"En_83ca1ec2","oral traditions","Cultural stories and tales passed down verbally across generations in German society.","CulturalPractice","0.94","The brothers traveled throughout the German countryside, gathering stories from peasants and villagers to preserve the oral traditions of their culture. Many of these tales had been passed down verbally for generations before being recorded by the Grimms.","entity_raw","ClsC_eca17a2c","German Cultural Heritage and Oral Traditions","Folklore and Fairy-Tale Traditions","[""Ch_000002""]","[]"
"En_4e581609","German culture","The cultural context whose oral traditions the Grimm brothers sought to preserve.","Culture","0.78","The brothers traveled throughout the German countryside, gathering stories from peasants and villagers to preserve the oral traditions of their culture.","entity_raw","ClsC_eca17a2c","German Cultural Heritage and Oral Traditions","Folklore and Fairy-Tale Traditions","[""Ch_000002""]","[]"
"Can_4686600d","Beauty and the Beast","A classic fairytale about a kind-hearted young woman and a prince cursed to live in a beastly form, exploring themes of love and transformation.","Fairytale","0.99","All three refer to the same fairytale/story with nearly identical descriptions (young woman and cursed/beastly prince) and context, differing only slightly in type_hint wording.","entity_raw","ClsC_44aa031a","Beauty and the Beast Storyworld","Beauty and the Beast Storyworld","[""Ch_000005"", ""Ch_000006"", ""Ch_000007""]","[]"
"En_10974556","Beauty (protagonist of ""Beauty and the Beast"")","The compassionate young female protagonist, commonly called Beauty, in the tale of ""Beauty and the Beast.""","Character","0.96","The theme of love and transformation is central to the tale of ""Beauty and the Beast,"" where a kind-hearted young woman sees beyond the beastly exterior of a cursed prince to discover his true nature.","entity_raw","ClsC_44aa031a","Beauty and the Beast Storyworld","Beauty and the Beast Storyworld","[""Ch_000006""]","[]"
"En_8400be85","Beast (cursed prince in ""Beauty and the Beast"")","The prince transformed into a beastly form by a curse in the fairytale ""Beauty and the Beast,"" commonly referred to as the Beast.","Character","0.97","The theme of love and transformation is central to the tale of ""Beauty and the Beast,"" where a kind-hearted young woman sees beyond the beastly exterior of a cursed prince to discover his true nature.","entity_raw","ClsC_77245bf2","Beauty and the Beast Characters and Motifs","Beauty and the Beast Storyworld","[""Ch_000006""]","[]"
"En_b6ceac3a","true nature of the prince","The prince’s real inner character, hidden beneath his beastly appearance.","Concept","0.87","The theme of love and transformation is central to the tale of ""Beauty and the Beast,"" where a kind-hearted young woman sees beyond the beastly exterior of a cursed prince to discover his true nature.","entity_raw","ClsC_77245bf2","Beauty and the Beast Characters and Motifs","Beauty and the Beast Storyworld","[""Ch_000006""]","[]"
"En_9da35bc5","European folklore","A body of traditional stories and beliefs from Europe, source of the Hansel and Gretel tale.","CulturalTradition","0.96","The story of ""Hansel and Gretel"" is believed to have originated from European folklore, with similar tales of children outsmarting witches appearing in various cultures.","entity_raw","ClsC_bc0c07e7","European Folklore Traditions","Folklore and Mythic Narratives","[""Ch_000005""]","[]"
"Can_b2d53024","storytelling","The practice and process of narrating stories to convey ideas, emotions, and cultural values, such as in fairytales.","CulturalPractice","0.9","Both entities share the same name and describe the same practice of narrating stories, differing only slightly in type_hint wording.","entity_raw","ClsC_05ac51ab","Oral Storytelling Practices","Storytelling and Narrative (Practices, Effects, Context)","[""Ch_000001"", ""Ch_000007""]","[]"
"En_70962356","oral traditions","Spoken stories and narratives transmitted verbally across generations.","CulturalPractice","0.98","In conclusion, the origins of famous fairytales are deeply rooted in oral traditions, folklore, and cultural myths that have been passed down through generations.","entity_raw","ClsC_05ac51ab","Oral Storytelling Practices","Storytelling and Narrative (Practices, Effects, Context)","[""Ch_000006""]","[]"
"En_909d1306","human experience","The range of emotions, behaviors, and life situations that define being human.","AbstractConcept","0.9","Fairytales not only entertain and inspire, but they also offer valuable insights into the human experience and the power of storytelling to connect us across time and cultures.","entity_raw","ClsC_2d5b7794","Storytelling and Human Connection","Storytelling and Narrative (Practices, Effects, Context)","[""Ch_000007""]","[]"
"En_ef2d77d8","power of storytelling","The capacity of stories to influence, connect, and convey meaning among people.","AbstractConcept","0.92","Fairytales not only entertain and inspire, but they also offer valuable insights into the human experience and the power of storytelling to connect us across time and cultures.","entity_raw","ClsC_2d5b7794","Storytelling and Human Connection","Storytelling and Narrative (Practices, Effects, Context)","[""Ch_000007""]","[]"
"Can_a57877a4","global audiences around the world","Global groups of readers and listeners around the world who know and enjoy fairy tales.","AudienceGroup","0.9","Both mentions describe the same concept of a worldwide audience that knows and loves fairy tales, differing only in phrasing.","entity_raw","ClsC_59561fa4","Story Audiences","Fairy Tales and Their Audiences","[""Ch_000001"", ""Ch_000007""]","[]"
"En_77fc3d20","readers","People who read the fairytales and are enchanted by them.","Audience","0.92","These timeless stories continue to enchant readers and listeners with their magical elements, heroic characters, and moral lessons.","entity_raw","ClsC_59561fa4","Story Audiences","Fairy Tales and Their Audiences","[""Ch_000006""]","[]"
"En_aa89630e","listeners","People who hear the fairytales being told.","Audience","0.92","These timeless stories continue to enchant readers and listeners with their magical elements, heroic characters, and moral lessons.","entity_raw","ClsC_59561fa4","Story Audiences","Fairy Tales and Their Audiences","[""Ch_000006""]","[]"
"En_2e3d0dec","timeless themes","Enduring narrative themes in fairytales that remain relevant across eras and cultures.","NarrativeTheme","0.9","Fairytales have been a beloved form of storytelling for centuries, captivating audiences of all ages with their magical elements and timeless themes.","entity_raw","ClsC_0dde9c80","Fairytale Narratives","Fairytales: Genre, Narratives, and Motifs","[""Ch_000001""]","[]"
"En_27fb491a","stories","Individual narrative instances of fairytales known and loved globally.","NarrativeWork","0.86","While many of these stories have become widely known and loved around the world, the origins of these famous fairytales are often shrouded in mystery and folklore.","entity_raw","ClsC_0dde9c80","Fairytale Narratives","Fairytales: Genre, Narratives, and Motifs","[""Ch_000001""]","[]"
"Can_2d6c7d7c","folklore","Traditional beliefs, stories, and customs shared within a culture that influence or shape the origins and transmission of fairytales.","CulturalTradition","0.98","Both entities share the same name, very similar descriptions, and refer to the general concept of folklore in the context of fairytales.","entity_raw","ClsC_df5fbcca","Folklore and Fairy-Tale Origins","Folklore and Fairy-Tale Traditions","[""Ch_000001"", ""Ch_000006""]","[]"
"Can_4654f6ef","origins of famous fairytales","The historical and cultural beginnings of well-known fairytales, often rooted in oral traditions, folklore, and cultural myths.","Concept","0.93","Both entities share the exact same name and nearly identical descriptions and context, clearly referring to the same conceptual topic.","entity_raw","ClsC_df5fbcca","Folklore and Fairy-Tale Origins","Folklore and Fairy-Tale Traditions","[""Ch_000001"", ""Ch_000006""]","[]"
"Can_4b5a9fad","fairytales","A traditional literary genre of fantastical stories featuring magic, archetypal characters, and moral lessons, transmitted through oral and written traditions and enjoyed across ages and cultures.","LiteraryGenre","0.97","Both entities refer to the same concept of fairytales as a type of story with magical elements and moral lessons; the difference in type_hint (LiteraryForm vs LiteraryGenre) is compatible and can be unified.","entity_raw","ClsC_77020274","Fairytale Concepts","Fairytales: Genre, Narratives, and Motifs","[""Ch_000001"", ""Ch_000007""]","[]"
"Can_06f66ada","moral lessons","Ethical teachings or values conveyed through fairytale narratives.","Concept","0.98","Both refer to the ethical teachings conveyed by fairytales, use the same name, and share compatible Concept type_hints.","entity_raw","ClsC_77020274","Fairytale Concepts","Fairytales: Genre, Narratives, and Motifs","[""Ch_000001"", ""Ch_000006""]","[]"
"Can_18215506","magical elements","Supernatural or fantastical features commonly found in fairytales that contribute to their sense of wonder.","NarrativeElement","0.97","Both mentions use the exact same name and describe supernatural or fantastical features in fairytales, differing only slightly in wording and type_hint.","entity_raw","ClsC_577988bd","Fairytale Motifs","Fairytales: Genre, Narratives, and Motifs","[""Ch_000001"", ""Ch_000006""]","[]"
"Can_36a0d65d","heroic protagonists","Brave or virtuous main characters featured in fairytales.","FictionalRoleType","0.96","Both describe brave or virtuous main characters in fairytales; the wording differs slightly ('protagonists' vs 'characters') but the concept and context are the same.","entity_raw","ClsC_577988bd","Fairytale Motifs","Fairytales: Genre, Narratives, and Motifs","[""Ch_000001"", ""Ch_000006""]","[]"
"En_3128b596","fantastical creatures","Imaginary, often magical beings that appear in fairytales.","FictionalEntityType","0.94","These tales often feature fantastical creatures, heroic protagonists, and moral lessons that have been passed down through generations.","entity_raw","ClsC_577988bd","Fairytale Motifs","Fairytales: Genre, Narratives, and Motifs","[""Ch_000001""]","[]"
"En_7813e5df","beastly exterior","The monstrous outward appearance of the cursed prince in ""Beauty and the Beast.""","Attribute","0.9","The theme of love and transformation is central to the tale of ""Beauty and the Beast,"" where a kind-hearted young woman sees beyond the beastly exterior of a cursed prince to discover his true nature.","entity_raw","ClsC_d43881c5","Love and Transformation Narrative Themes","Love and Transformation Narrative Themes","[""Ch_000006""]","[]"
"En_3138268b","Pygmalion and Galatea","A myth written about by Ovid involving a sculptor and a statue brought to life.","Myth","0.97","The earliest known version of ""Beauty and the Beast"" can be found in the works of the Roman poet Ovid, who wrote about the myth of Pygmalion and Galatea.","entity_raw","ClsC_d43881c5","Love and Transformation Narrative Themes","Love and Transformation Narrative Themes","[""Ch_000005""]","[]"
"En_be9f9fa6","love and transformation","A thematic pairing emphasizing romantic affection and significant change in form or nature.","Theme","0.94","The theme of love and transformation is central to the tale of ""Beauty and the Beast,"" where a kind-hearted young woman sees beyond the beastly exterior of a cursed prince to discover his true nature.","entity_raw","ClsC_d43881c5","Love and Transformation Narrative Themes","Love and Transformation Narrative Themes","[""Ch_000006""]","[]"
"En_bda8cff0","these tales","The set of stories including the Brothers Grimm fairy tales and classics like Cinderella and Snow White.","StorySet","0.9","Whether it's the Brothers Grimm's collection of fairy tales or classic stories like ""Cinderella,"" ""Snow White,"" ""Hansel and Gretel,"" and ""Beauty and the Beast,"" these tales have endured the test of time and remain beloved by audiences around the world.","entity_raw","ClsC_83b48f24","Fairy Tale Categories and Collections","Fairy Tales and Their Audiences","[""Ch_000007""]","[]"
"En_7ca4770d","timeless stories","Stories that remain appealing and relevant across long periods of time.","Story","0.9","These timeless stories continue to enchant readers and listeners with their magical elements, heroic characters, and moral lessons.","entity_raw","ClsC_83b48f24","Fairy Tale Categories and Collections","Fairy Tales and Their Audiences","[""Ch_000006""]","[]"
"En_1dd2bdb1","classic fairytale","A general category term describing traditional, widely known fairytales such as 'Hansel and Gretel.'","StoryCategory","0.86","""Hansel and Gretel"" is another classic fairytale that has captured the imaginations of readers for generations.","entity_raw","ClsC_83b48f24","Fairy Tale Categories and Collections","Fairy Tales and Their Audiences","[""Ch_000004""]","[]"
"En_92724ef4","mystery","The unknown or unclear nature surrounding where famous fairytales came from.","AbstractConcept","0.83","While many of these stories have become widely known and loved around the world, the origins of these famous fairytales are often shrouded in mystery and folklore.","entity_raw","ClsC_c04c948d","Narrative Mystery in Fairytales","Fairytales: Genre, Narratives, and Motifs","[""Ch_000001""]","[]"
"En_09a0c18b","German countryside","Rural regions of Germany where the Grimm brothers traveled to collect stories.","Location","0.93","The brothers traveled throughout the German countryside, gathering stories from peasants and villagers to preserve the oral traditions of their culture.","entity_raw","ClsC_78e60a44","German Rural Regions (Grimm Settings)","Grimm Brothers Folk Tale Collection – Rural German Context","[""Ch_000002""]","[]"
"En_4ee29576","forest","The forest into which Snow White flees to escape the evil queen.","Location","0.9","Snow White is a beautiful princess who is forced to flee into the forest to escape her wicked stepmother, the evil queen.","entity_raw","ClsC_6949f1ce","Fictional Forest Location","Grimm Fairy Tales","[""Ch_000004""]","[]"
"En_2fb47071","cultural myths","Mythic stories that convey values and beliefs of a culture.","CulturalNarrative","0.96","In conclusion, the origins of famous fairytales are deeply rooted in oral traditions, folklore, and cultural myths that have been passed down through generations.","entity_raw","ClsC_5ac698c3","Cultural Myths","Folklore and Mythic Narratives","[""Ch_000006""]","[]"
"En_eafa6b91","peasants","Rural, lower-class inhabitants of the German countryside who shared oral stories with the Grimms.","SocialGroup","0.9","The brothers traveled throughout the German countryside, gathering stories from peasants and villagers to preserve the oral traditions of their culture.","entity_raw","ClsR_83571adf","German Peasants (Grimm Sources)","Grimm Brothers Folk Tale Collection – Rural German Context","[""Ch_000002""]","[]"
"En_556ff174","villagers","Residents of small rural settlements in Germany who recounted tales to the Grimm brothers.","SocialGroup","0.9","The brothers traveled throughout the German countryside, gathering stories from peasants and villagers to preserve the oral traditions of their culture.","entity_raw","ClsR_6a6b2771","German Villagers (Grimm Sources)","Grimm Brothers Folk Tale Collection – Rural German Context","[""Ch_000002""]","[]"
"Can_1744b5e1","Snow White","A well-known fairy tale about a young woman (often a princess), her jealous stepmother or evil queen, and seven dwarfs, best known from the Brothers Grimm collection but present in various cultural variants.","Fairytale","0.99","All three mentions refer to the same canonical fairy tale, consistently described as the Snow White story from the Brothers Grimm/folklore, with no evidence of distinct works or interpretations.","entity_raw","ClsR_b2da82e1","Individual Fairy Tales","Fairy Tales and Their Audiences","[""Ch_000001"", ""Ch_000003"", ""Ch_000007""]","[]"
"En_4fda0e3e","Hansel and Gretel","A classic fairytale about two siblings who outsmart a witch and return home safely.","Fairytale","0.99","Through their wit and bravery, Hansel and Gretel outsmart the witch and find their way back home. The story of ""Hansel and Gretel"" is believed to have originated from European folklore, with similar tales of children outsmarting witches appearing in various cultures.","entity_raw","ClsR_b2da82e1","Individual Fairy Tales","Fairy Tales and Their Audiences","[""Ch_000005""]","[]"
"En_55fc69d5","Tales of children outsmarting witches","A traditional narrative motif found in various cultures, in which children overcome or outwit witches.","StoryPattern","0.83","The story of ""Hansel and Gretel"" is believed to have originated from European folklore, with similar tales of children outsmarting witches appearing in various cultures.","entity_raw","ClsR_21f42741","Children Outsmarting Witches Motif","Folklore and Mythic Narratives","[""Ch_000005""]","[]"
