"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_f33b7d004979","Can_0441bbd6","Can_449bd7c2","has_metallurgical_structure","has_metallurgical_structure","Indicates the metallurgical/microstructural phase type (e.g., austenitic, ferritic, martensitic, or mixed) that characterizes a metal or alloy under specified conditions.","metallurgical_structure_relation","STRUCTURE","structural","0.86","Stainless steel as family, ferritic as one metallurgical structure category.","Ferritic is explicitly listed as one of the metallurgical-structure-based categories of stainless steels at room temperature.","","four categories of stainless steels that are characterized by their metallurgical structure at room temperature: austenitic, ferritic","Ch_000006","{""TemporalQualifier"": ""at room temperature"", ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": ""characterized by"", ""LogicalMarker"": null, ""OtherQualifier"": ""CategoryType: stainless steel category""}","Stainless steels are categorized based on having a ferritic metallurgical structure at room temperature."
"RelR_d531fbfb64b2","Can_0441bbd6","Can_c3c96b1a","has_metallurgical_structure","has_metallurgical_structure","Indicates the metallurgical/microstructural phase type (e.g., austenitic, ferritic, martensitic, or mixed) that characterizes a metal or alloy under specified conditions.","metallurgical_structure_relation","STRUCTURE","structural","0.86","Stainless steel as alloy family, martensitic as one metallurgical structure category.","Martensitic is named as one of the metallurgical-structure-defined categories of stainless steels at room temperature.","","four categories of stainless steels that are characterized by their metallurgical structure at room temperature: ... martensitic","Ch_000006","{""TemporalQualifier"": ""at room temperature"", ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": ""characterized by"", ""LogicalMarker"": null, ""OtherQualifier"": ""CategoryType: stainless steel category""}","Stainless steels are categorized based on having a martensitic metallurgical structure at room temperature."
"RelR_362f6e35c9d7","Can_0441bbd6","Can_0aec2541","has_category","has_subtype","Indicates that the subject is a broader class that includes the object as one of its more specific subtypes or categories.","material_taxonomy_relation","IDENTITY","taxonomic","0.88","Modeled as stainless steel having a duplex category; duplex stainless steel itself is a well-known subclass.","The text lists duplex among the four categories of stainless steels characterized by their structure at room temperature.","Although text just says 'duplex', entity is resolved as duplex stainless steel; relation captures the category membership.","four categories of stainless steels that are characterized by their metallurgical structure at room temperature: austenitic, ferritic, martensitic and duplex.","Ch_000006","{""TemporalQualifier"": ""at room temperature"", ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": ""characterized by"", ""LogicalMarker"": null, ""OtherQualifier"": ""CategoryType: stainless steel category""}","Duplex stainless steel is one of the four categories of stainless steels listed."
"RelR_39cf0ff7f895","Can_0aec2541","Can_0441bbd6","is_subtype_of","is_subtype_of","Indicates that the subject is a more specific subtype or category within the broader class represented by the object.","material_taxonomy_relation","IDENTITY","taxonomic","0.82","Inverse of has_category; here oriented from specific duplex stainless steel to the broader stainless steel family.","Duplex is explicitly mentioned as one of the categories of stainless steels, implying it is a subtype of stainless steels.","","four categories of stainless steels that are characterized by their metallurgical structure at room temperature: ... duplex.","Ch_000006","{""TemporalQualifier"": ""at room temperature"", ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": ""characterized by"", ""LogicalMarker"": null, ""OtherQualifier"": null}","Duplex stainless steel is a subtype/category within the broader class of stainless steels."
"RelR_f080c3c67c9c","Can_0441bbd6","En_f6aa95ca","contains_alloying_element","contains_alloying_element","Indicates that an alloy or material contains a given chemical element as part of its intentional alloy composition.","alloying_element_relation","COMPOSITION","composition","0.94","Direction from alloy (stainless steel) to constituent alloying element (chromium).","Text explicitly states that these stainless steel alloys have varying amounts of chromium and other alloying elements.","","These alloys have varying amounts of chromium and other alloying elements","Ch_000006","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": ""varying amounts"", ""UncertaintyQualifier"": null, ""CausalHint"": null, ""LogicalMarker"": null, ""OtherQualifier"": ""CompositionContext: alloy content in stainless steels""}","Stainless steels contain varying amounts of chromium as an alloying element."
"RelR_7b6d773fe742","Can_0441bbd6","En_56c0bd49","resists","resists","Subject material exhibits resistance to the specified corrosion or degradation mechanism under certain conditions.","degradation_mitigation_relation","CAUSALITY","corrosion_resistance","0.93","Modeled as the material resisting a corrosion mechanism, with explanation attributed to alloy content.","Text states that alloying elements give stainless steels resistance to oxidation, linking stainless steels with resistance to oxidation.","","alloying elements that give them resistance to oxidation, sulfidation and other forms of corrosion depending on the alloy content.","Ch_000006","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": ""depending on the alloy content"", ""UncertaintyQualifier"": null, ""CausalHint"": ""give them resistance to"", ""LogicalMarker"": null, ""OtherQualifier"": ""MechanismType: corrosion mechanism""}","Stainless steels are resistant to oxidation due to their alloy content."
"RelR_e71b6b450b41","Can_0441bbd6","En_fefc46ef","resists","resists","Subject material exhibits resistance to the specified corrosion or degradation mechanism under certain conditions.","degradation_mitigation_relation","CAUSALITY","corrosion_resistance","0.93","Same pattern as oxidation; corrosion mechanism is sulfidation.","Sulfidation is mentioned alongside oxidation as a form of corrosion that stainless steels resist because of their alloying elements.","","alloying elements that give them resistance to oxidation, sulfidation and other forms of corrosion depending on the alloy content.","Ch_000006","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": ""depending on the alloy content"", ""UncertaintyQualifier"": null, ""CausalHint"": ""give them resistance to"", ""LogicalMarker"": null, ""OtherQualifier"": ""MechanismType: corrosion mechanism""}","Stainless steels are resistant to sulfidation due to their alloy content."
"RelR_1383761175ce","Can_0441bbd6","En_2b400819","resists","resists","Subject material exhibits resistance to the specified corrosion or degradation mechanism under certain conditions.","degradation_mitigation_relation","CAUSALITY","corrosion_resistance","0.78","General corrosion entity used to represent 'other forms of corrosion' mentioned.","The text notes resistance to oxidation, sulfidation, and 'other forms of corrosion'; this is mapped to general corrosion resistance.","Relation generalized from phrase 'other forms of corrosion' to entity 'general corrosion'.","resistance to oxidation, sulfidation and other forms of corrosion depending on the alloy content.","Ch_000006","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": ""depending on the alloy content"", ""UncertaintyQualifier"": null, ""CausalHint"": ""give them resistance to"", ""LogicalMarker"": null, ""OtherQualifier"": ""Scope: other forms of corrosion beyond oxidation and sulfidation""}","Stainless steels resist various forms of general corrosion, beyond just oxidation and sulfidation, depending on alloy content."
"RelR_529c638c696d","En_f6aa95ca","En_56c0bd49","provides_resistance_to","provides_resistance_to","Subject (typically an alloying element or component) causally contributes to the resistance of a material system against a specified corrosion or degradation mechanism.","degradation_mitigation_relation","CAUSALITY","causal","0.8","Chromium is one of the 'alloying elements' said to give resistance; direction from element to corrosion mechanism.","The passage says the alloys have chromium and other alloying elements that give resistance to oxidation, implying chromium contributes to that resistance.","Resistance is mediated via stainless steels; not direct chromium surface behavior, but captured as a causal contribution.","These alloys have varying amounts of chromium and other alloying elements that give them resistance to oxidation","Ch_000006","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": ""when present as alloying element in stainless steels"", ""UncertaintyQualifier"": null, ""CausalHint"": ""give them resistance to"", ""LogicalMarker"": null, ""OtherQualifier"": ""Context: chromium in stainless steel alloy matrix""}","Chromium, as an alloying element in stainless steels, contributes to resistance against oxidation."
"RelR_0f937d199405","En_f6aa95ca","En_fefc46ef","provides_resistance_to","provides_resistance_to","Subject (typically an alloying element or component) causally contributes to the resistance of a material system against a specified corrosion or degradation mechanism.","degradation_mitigation_relation","CAUSALITY","causal","0.8","Parallel to oxidation relation, but for sulfidation.","Chromium is noted among alloying elements that give stainless steels resistance to sulfidation.","Again, resistance is via its role in stainless steels rather than isolated chromium behavior.","chromium and other alloying elements that give them resistance to oxidation, sulfidation","Ch_000006","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": ""when present as alloying element in stainless steels"", ""UncertaintyQualifier"": null, ""CausalHint"": ""give them resistance to"", ""LogicalMarker"": null, ""OtherQualifier"": ""Context: chromium in stainless steel alloy matrix""}","Chromium, as an alloying element in stainless steels, contributes to resistance against sulfidation."
"RelR_d3ce89b75d87","En_f6aa95ca","En_2b400819","provides_resistance_to","provides_resistance_to","Subject (typically an alloying element or component) causally contributes to the resistance of a material system against a specified corrosion or degradation mechanism.","degradation_mitigation_relation","CAUSALITY","causal","0.68","Maps 'other forms of corrosion' to general corrosion; causal contribution from chromium.","The text implies alloying elements including chromium provide resistance not only to oxidation and sulfidation but also to other corrosion forms.","Relation created mainly to capture that chromium helps overall corrosion resistance; semantics slightly generalized.","chromium and other alloying elements that give them resistance to oxidation, sulfidation and other forms of corrosion","Ch_000006","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": ""when present as alloying element in stainless steels; depending on the alloy content"", ""UncertaintyQualifier"": null, ""CausalHint"": ""give them resistance to"", ""LogicalMarker"": null, ""OtherQualifier"": ""Scope: general corrosion (other forms of corrosion)""}","Chromium contributes to resistance to general corrosion forms when used as an alloying element in stainless steels."
"RelR_5360101d9970","En_6a5f3538","En_8ed6cfa3","grouped_with","co_classified_with","Indicates that two concepts are presented as peer categories or sections within the same classification or list (e.g., in a document), without implying causal, hierarchical, or structural dependency.","document_coclassification_relation","ASSOCIATION","co-classification","0.68","Represents that both mechanisms are sibling categories within the same damage mechanism classification section.","The text lists Mechanical and Metallurgical Failure and Uniform or Localized Loss of Thickness sequentially as subsections under the same damage mechanisms section, indicating they are related peer categories.","Relation reflects document-level grouping rather than a causal or hierarchical dependency; direction is arbitrary and used only to encode co-membership.","The mechanisms are divided into the following sections: a) Mechanical and Metallurgical Failure b) Uniform or Localized Loss of Thickness","Ch_000009","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": null, ""LogicalMarker"": null, ""OtherQualifier"": ""DocumentStructure: listed as peer damage mechanism categories in the same section""}","Mechanical and Metallurgical Failure and Uniform or Localized Loss of Thickness are presented as peer sections within the same list of damage mechanisms."
"RelR_c1c38551b527","En_8ed6cfa3","En_baec7c0b","grouped_with","co_classified_with","Indicates that two concepts are presented as peer categories or sections within the same classification or list (e.g., in a document), without implying causal, hierarchical, or structural dependency.","document_coclassification_relation","ASSOCIATION","co-classification","0.68","Captures that both mechanisms are sibling sections in the same classification of damage mechanisms.","Both are subsection items (b and c) under the same list of mechanisms, showing they are related as co-classified damage mechanisms.","Relation mainly encodes co-membership in the same list; not implying any causal or structural dependency between the mechanisms.","b) Uniform or Localized Loss of Thickness c) High Temperature Corrosion","Ch_000009","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": null, ""LogicalMarker"": null, ""OtherQualifier"": ""DocumentStructure: co-listed as damage mechanism categories""}","Uniform or Localized Loss of Thickness and High Temperature Corrosion are presented as peer sections within the same list of damage mechanisms."
"RelR_008fca8f9ba4","En_baec7c0b","En_038f5dc2","grouped_with","co_classified_with","Indicates that two concepts are presented as peer categories or sections within the same classification or list (e.g., in a document), without implying causal, hierarchical, or structural dependency.","document_coclassification_relation","ASSOCIATION","co-classification","0.68","Represents that these two mechanisms are sibling categories within the same damage mechanisms section for various industries.","The text enumerates High Temperature Corrosion and Environment Assisted Cracking as items c and d in the same list of damage mechanisms, indicating peer grouping.","Relation created to capture that both mechanisms are co-classified in the same document section; direction is arbitrary.","c) High Temperature Corrosion d) Environment Assisted Cracking","Ch_000009","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": null, ""LogicalMarker"": null, ""OtherQualifier"": ""DocumentStructure: both are subsections under the same damage mechanisms section""}","High Temperature Corrosion and Environment Assisted Cracking are presented as peer sections within the same list of damage mechanisms."
"RelR_338e547f321f","En_d2a9115d","Can_2e6baaf9","alters_microstructure_of","alters_microstructure_of","A process or condition changes the microstructure of a material or alloy (e.g., phase distribution, morphology, or microstructural constituents).","microstructural_transformation_relation","MODIFICATION","structural_change","0.9","Graphitization is explicitly defined as a change in the microstructure of certain carbon steels.","The text states that graphitization is a change in the microstructure of certain carbon steels, leading to losses in strength and ductility.","","Graphitization is a change in the microstructure of certain carbon steels after long-term operation in the 800°F to 1100°F range.","Ch_000010","{""TemporalQualifier"": ""after long-term operation"", ""SpatialQualifier"": null, ""OperationalConstraint"": ""operation in the 800°F to 1100°F (427°C to 593°C) range"", ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": ""that may cause a loss in strength, ductility, and/or creep resistance"", ""LogicalMarker"": null, ""OtherQualifier"": ""DamageType: mechanical property degradation""}","Graphitization alters the microstructure of carbon steels after long-term operation, degrading their mechanical properties."
"RelR_29b3c1c25656","En_d2a9115d","En_a532abae","alters_microstructure_of","alters_microstructure_of","A process or condition changes the microstructure of a material or alloy (e.g., phase distribution, morphology, or microstructural constituents).","microstructural_transformation_relation","MODIFICATION","structural_change","0.9","Graphitization is defined as a microstructural change occurring in 0.5Mo steels under specified conditions.","The same sentence notes that graphitization is a change in the microstructure of certain carbon steels and 0.5Mo steels after long-term operation in the 800°F to 1100°F range.","","Graphitization is a change in the microstructure of certain carbon steels and 0.5Mo steels after long-term operation in the 800°F to 1100°F range.","Ch_000010","{""TemporalQualifier"": ""after long-term operation"", ""SpatialQualifier"": null, ""OperationalConstraint"": ""operation in the 800°F to 1100°F (427°C to 593°C) range"", ""ConditionExpression"": null, ""UncertaintyQualifier"": ""may cause"", ""CausalHint"": null, ""LogicalMarker"": null, ""OtherQualifier"": ""DamageType: loss in strength, ductility, and/or creep resistance""}","Graphitization alters the microstructure of 0.5Mo steels during long-term high-temperature operation."
"RelR_704fe359a26f","En_d2a9115d","En_8b972f6a","occurs_in","occurs_in_material","Indicates that a microstructure, damage mechanism, process, or product phase occurs in or is present within a given material or alloy family.","phenomenon_occurrence_in_material_relation","SPATIALITY","occurrence","0.88","Direction chosen as process (graphitization) occurring in the material (low alloy C-Mo steel).","The text explicitly states that graphitization has been found in low alloy C-Mo steels with up to 1% Mo.","","Graphitization has been found in low alloy C-Mo steels with up to 1% Mo.","Ch_000010","{""TemporalQualifier"": null, ""SpatialQualifier"": null, ""OperationalConstraint"": null, ""ConditionExpression"": ""with up to 1% Mo"", ""UncertaintyQualifier"": null, ""CausalHint"": null, ""LogicalMarker"": null, ""OtherQualifier"": ""ObservationContext: field or service experience""}","Graphitization occurs in low alloy C-Mo steels containing up to 1% Mo."
"RelR_a45fb4ca81de","En_d2a9115d","Can_3476493c","produces","forms_microstructural_constituent","A process or transformation leads to the formation of a specific microstructural constituent or feature within a material (e.g., graphite nodules, carbides, precipitates).","microstructural_transformation_relation","MODIFICATION","transformation","0.82","The text equates graphitization with decomposition of carbides into graphite nodules; modeled as process producing nodules.","At elevated temperatures, carbide phases decompose into graphite nodules, and this decomposition is known as graphitization, linking the process to the nodules.","Carbide phases are not an explicit entity; relation framed between graphitization and graphite nodules to preserve transformation context.","At elevated temperatures, the carbide phases in these steels are unstable and may decompose into graphite nodules. This decomposition is known as graphitization.","Ch_000010","{""TemporalQualifier"": null, ""SpatialQualifier"": ""in these steels"", ""OperationalConstraint"": ""at elevated temperatures"", ""ConditionExpression"": null, ""UncertaintyQualifier"": null, ""CausalHint"": ""decompose into"", ""LogicalMarker"": null, ""OtherQualifier"": null}","Graphitization corresponds to decomposition of carbide phases into graphite nodules, effectively producing graphite nodules in the steel."
"RelR_81f81efb1983","Can_3476493c","Can_2e6baaf9","occurs_in","occurs_in_material","Indicates that a microstructure, damage mechanism, process, or product phase occurs in or is present within a given material or alloy family.","phenomenon_occurrence_in_material_relation","SPATIALITY","occurrence","0.7","“These steels” contextually refers back to certain carbon steels and 0.5Mo steels mentioned as affected materials.","The passage about carbide phases in these steels decomposing into graphite nodules follows a description of carbon and 0.5Mo steels as affected materials.","Subjective mapping of the pronoun “these steels” to carbon steels; 0.5Mo steels are handled in a separate relation.","At elevated temperatures, the carbide phases in these steels are unstable and may decompose into graphite nodules.","Ch_000010","{""TemporalQualifier"": null, ""SpatialQualifier"": ""within the steel matrix"", ""OperationalConstraint"": ""at elevated temperatures"", ""ConditionExpression"": null, ""UncertaintyQualifier"": ""may decompose into"", ""CausalHint"": null, ""LogicalMarker"": null, ""OtherQualifier"": ""Origin: decomposition of carbide phases""}","Graphite nodules are present in carbon steels as products of carbide decomposition at elevated temperatures."
