"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"En_76e7e482","modern societies","Contemporary human societies in which sports continue to influence culture and community.","Concept","0.93","From ancient civilizations to modern societies, sports have served as a powerful means of bringing people together, fostering a sense of community, and promoting values such as teamwork, discipline, and fair play.","entity_raw","ClsC_b0c4a879","Sport-Influenced Societies","Sports, Culture, and Society","[""Ch_000001""]","[]"
"En_c56043a5","healthy society","A well-functioning society characterized by positive values and social well-being.","SocialSystem","0.86","Sports also play a crucial role in promoting values that are essential for a healthy society.","entity_raw","ClsC_b0c4a879","Sport-Influenced Societies","Sports, Culture, and Society","[""Ch_000002""]","[]"
"En_9006437c","societies","Human communities or nations where sports are used to challenge stereotypes and promote equality.","CollectiveEntity","0.9","Furthermore, sports can be a powerful tool for promoting social change and breaking down barriers. In many societies, sports have been used to challenge stereotypes, promote gender equality, and advocate for social justice.","entity_raw","ClsC_b0c4a879","Sport-Influenced Societies","Sports, Culture, and Society","[""Ch_000003""]","[]"
"En_1767f7d1","shared experiences","Common events and memories that people participate in together through sports.","Concept","0.94","One of the most obvious ways in which sports influence culture is through the creation of shared experiences and traditions.","entity_raw","ClsC_964f8ed3","Sports-Related Traditions","Sport, Community & Social Experience","[""Ch_000001""]","[]"
"En_b897d70e","traditions","Repeated customs and rituals that develop around sports within cultures.","Concept","0.92","One of the most obvious ways in which sports influence culture is through the creation of shared experiences and traditions.","entity_raw","ClsC_964f8ed3","Sports-Related Traditions","Sport, Community & Social Experience","[""Ch_000001""]","[]"
"En_3e0c2352","values essential for a healthy society","Core social values promoted by sports that support the functioning of a healthy society.","AbstractConcept","0.87","Sports also play a crucial role in promoting values that are essential for a healthy society. Through participation in sports, individuals learn important life skills such as teamwork, perseverance, and resilience.","entity_raw","ClsC_592fca7e","Sports-Promoted Social Values","Sports, Culture, and Society","[""Ch_000002""]","[]"
"En_7084d693","important values","Key ethical and social values that sports help promote.","AbstractConcept","0.86","They bring people together, promote important values, drive social change, and contribute to the economy.","entity_raw","ClsC_592fca7e","Sports-Promoted Social Values","Sports, Culture, and Society","[""Ch_000005""]","[]"
"En_fcacd997","role of sports in our culture","The recognized impact and significance of sports within a given culture.","AbstractConcept","0.88","As we continue to celebrate the role of sports in our culture, we must also recognize the importance of using sports as a force for positive change and inclusivity.","entity_raw","ClsC_592fca7e","Sports-Promoted Social Values","Sports, Culture, and Society","[""Ch_000005""]","[]"
"Can_0ddb416c","social change","Transformations in social norms, structures, and power relations that can be driven or influenced by sports, including challenging stereotypes, promoting equality, and advancing social justice.","SocialProcess","0.94","Both mentions use the same name, type, and nearly identical descriptions about transformations in social norms driven by sports.","entity_raw","ClsC_ea8cc1e2","Sports-Related Social Impact Processes","Sports, Social Issues, and Social Change","[""Ch_000003"", ""Ch_000005""]","[]"
"En_3f3b917b","positive change","Beneficial transformation in society that sports can be used to promote.","SocialProcess","0.9","we must also recognize the importance of using sports as a force for positive change and inclusivity.","entity_raw","ClsC_ea8cc1e2","Sports-Related Social Impact Processes","Sports, Social Issues, and Social Change","[""Ch_000005""]","[]"
"En_773e7a73","local economies","Regional economic systems around host locations that are stimulated by major sporting events.","EconomicSystem","0.9","Major sporting events can generate significant revenue for host cities and countries, creating jobs, boosting tourism, and stimulating local economies.","entity_raw","ClsC_b4711a85","Economic Systems Affecting Sports","Sports and Economics","[""Ch_000004""]","[]"
"En_bd2b783a","global economy","The worldwide economic system in which the sports industry now plays a major role.","EconomicSystem","0.95","The sports industry has become a major player in the global economy, with billions of dollars being spent on sports-related products and services each year.","entity_raw","ClsC_b4711a85","Economic Systems Affecting Sports","Sports and Economics","[""Ch_000004""]","[]"
"En_8d9080e4","economy","The system of production and consumption to which sports contribute.","EconomicSystem","0.9","They bring people together, promote important values, drive social change, and contribute to the economy.","entity_raw","ClsC_b4711a85","Economic Systems Affecting Sports","Sports and Economics","[""Ch_000005""]","[]"
"En_9bea4110","sports industry","The aggregate of businesses and activities related to sports, now a major global economic sector.","Industry","0.99","The sports industry has become a major player in the global economy, with billions of dollars being spent on sports-related products and services each year.","entity_raw","ClsC_a3e07193","Sports Industry and Markets","Sports and Economics","[""Ch_000004""]","[]"
"En_c1354a37","sports-related products and services","Goods and services associated with sports on which billions of dollars are spent annually.","ProductCategory","0.94","The sports industry has become a major player in the global economy, with billions of dollars being spent on sports-related products and services each year.","entity_raw","ClsC_a3e07193","Sports Industry and Markets","Sports and Economics","[""Ch_000004""]","[]"
"En_8cc4caec","host cities","Cities that host major sporting events and experience associated economic impacts such as revenue and tourism.","Location","0.96","Major sporting events can generate significant revenue for host cities and countries, creating jobs, boosting tourism, and stimulating local economies.","entity_raw","ClsC_b6ef6de0","Event Host Locations","Global Sporting Events & Impacts","[""Ch_000004""]","[]"
"En_6bbaf7ab","host countries","Countries that host major sporting events and benefit economically through revenue and related activities.","Location","0.96","Major sporting events can generate significant revenue for host cities and countries, creating jobs, boosting tourism, and stimulating local economies.","entity_raw","ClsC_b6ef6de0","Event Host Locations","Global Sporting Events & Impacts","[""Ch_000004""]","[]"
"En_fcef2b54","success","Positive outcomes in sports that athletes must learn how to handle.","State","0.88","Athletes must work together towards a common goal, overcome obstacles, and learn how to deal with both success and failure.","entity_raw","ClsC_d5e54e23","Performance Outcomes","Sports-Based Personal Development","[""Ch_000003""]","[]"
"En_f02e47a5","failure","Negative outcomes in sports that athletes must learn how to handle.","State","0.88","Athletes must work together towards a common goal, overcome obstacles, and learn how to deal with both success and failure.","entity_raw","ClsC_d5e54e23","Performance Outcomes","Sports-Based Personal Development","[""Ch_000003""]","[]"
"En_a3c2f0ef","stereotypes","Oversimplified ideas about groups that sports can be used to challenge.","SocialConcept","0.92","In many societies, sports have been used to challenge stereotypes, promote gender equality, and advocate for social justice.","entity_raw","ClsC_c2a9c11a","Sports-Related Social Change Themes","Sports, Social Issues, and Social Change","[""Ch_000003""]","[]"
"En_8f6867cc","social justice","The pursuit of fairness and equity in society that sports can help advocate for.","SocialGoal","0.94","In many societies, sports have been used to challenge stereotypes, promote gender equality, and advocate for social justice.","entity_raw","ClsC_c2a9c11a","Sports-Related Social Change Themes","Sports, Social Issues, and Social Change","[""Ch_000003""]","[]"
"En_0e344608","inclusivity","Practice of including and valuing diverse people within sports and society.","SocialValue","0.93","we must also recognize the importance of using sports as a force for positive change and inclusivity.","entity_raw","ClsC_c2a9c11a","Sports-Related Social Change Themes","Sports, Social Issues, and Social Change","[""Ch_000005""]","[]"
"En_790b45b1","discrimination","Unfair or prejudicial treatment that athletes publicly oppose using their influence and visibility.","SocialIssue","0.98","Additionally, athletes have used their platforms to speak out against discrimination and injustice, bringing attention to important social issues and inspiring others to take action.","entity_raw","ClsC_99421fa7","Sports-Related Social Issues","Sports, Social Issues, and Social Change","[""Ch_000004""]","[]"
"En_db204816","injustice","Situations of unfairness or violation of rights targeted by athlete advocacy and public statements.","SocialIssue","0.95","Additionally, athletes have used their platforms to speak out against discrimination and injustice, bringing attention to important social issues and inspiring others to take action.","entity_raw","ClsC_99421fa7","Sports-Related Social Issues","Sports, Social Issues, and Social Change","[""Ch_000004""]","[]"
"En_83891ccb","important social issues","Broad set of societal problems highlighted by athletes when they speak out using their platforms.","SocialIssue","0.9","Additionally, athletes have used their platforms to speak out against discrimination and injustice, bringing attention to important social issues and inspiring others to take action.","entity_raw","ClsC_99421fa7","Sports-Related Social Issues","Sports, Social Issues, and Social Change","[""Ch_000004""]","[]"
"En_1d038c71","sporting events","Organized competitions or games that bring people together as spectators or participants.","Event","0.98","Sporting events, whether they are local games or international tournaments, have the power to unite people from different backgrounds and beliefs in a common passion.","entity_raw","ClsC_55219845","Sporting Events","Sports and Society","[""Ch_000001""]","[]"
"En_d1854f4e","local games","Smaller-scale sporting events held within local communities.","Event","0.96","Sporting events, whether they are local games or international tournaments, have the power to unite people from different backgrounds and beliefs in a common passion.","entity_raw","ClsC_55219845","Sporting Events","Sports and Society","[""Ch_000001""]","[]"
"En_9b169f66","international tournaments","Large sports competitions between teams or individuals from multiple countries.","Event","0.97","Sporting events, whether they are local games or international tournaments, have the power to unite people from different backgrounds and beliefs in a common passion.","entity_raw","ClsC_480a20b7","Global Sporting Events","Global Sporting Events & Impacts","[""Ch_000001""]","[]"
"En_92d5b4f3","World Cup","A major international soccer tournament bringing together teams and fans from many countries.","Event","0.98","For example, the World Cup in soccer or the Olympics are events that bring together millions of people from around the globe, transcending language barriers and political divisions.","entity_raw","ClsC_480a20b7","Global Sporting Events","Global Sporting Events & Impacts","[""Ch_000002""]","[]"
"En_f090fa17","Olympics","A major international multi-sport event involving athletes from around the world.","Event","0.98","For example, the World Cup in soccer or the Olympics are events that bring together millions of people from around the globe, transcending language barriers and political divisions.","entity_raw","ClsC_480a20b7","Global Sporting Events","Global Sporting Events & Impacts","[""Ch_000002""]","[]"
"En_3e065bee","major sporting events","Large-scale sports competitions that generate revenue, jobs, tourism, and broader economic activity for hosts.","EventType","0.99","Sports also have a significant economic impact on culture and society. Major sporting events can generate significant revenue for host cities and countries, creating jobs, boosting tourism, and stimulating local economies.","entity_raw","ClsC_480a20b7","Global Sporting Events","Global Sporting Events & Impacts","[""Ch_000004""]","[]"
"En_563f6e97","soccer","A global team sport in which the World Cup is a premier international tournament.","Sport","0.96","For example, the World Cup in soccer or the Olympics are events that bring together millions of people from around the globe, transcending language barriers and political divisions.","entity_raw","ClsC_d7c21bf5","Global Popular Sports","Global Sporting Events & Impacts","[""Ch_000002""]","[]"
"En_23789788","athletes","People who participate in sports and must collaborate, overcome obstacles, and handle success and failure.","Agent","0.96","Athletes must work together towards a common goal, overcome obstacles, and learn how to deal with both success and failure.","entity_raw","ClsC_d3b16ecf","Sports Participants","Sports-Based Personal Development","[""Ch_000003""]","[]"
"En_20c46718","individuals","People who participate in sports and gain life skills from that participation.","Actor","0.9","Through participation in sports, individuals learn important life skills such as teamwork, perseverance, and resilience.","entity_raw","ClsC_d3b16ecf","Sports Participants","Sports-Based Personal Development","[""Ch_000002""]","[]"
"En_44ca54f9","this essay","The written work that will discuss impacts of sports on culture and society.","Document","0.9","This essay will explore the various ways in which sports impact culture and society.","entity_raw","ClsC_94e10136","Essay Document","Document Types","[""Ch_000001""]","[]"
"En_336a4884","common goal","A shared objective that athletes work towards together in the context of sports.","Goal","0.86","Athletes must work together towards a common goal, overcome obstacles, and learn how to deal with both success and failure.","entity_raw","ClsC_f09b22c0","Common Goal","Sport, Community & Social Experience","[""Ch_000003""]","[]"
"En_5d3ee0ad","obstacles","Challenges or difficulties that athletes need to overcome in sports participation.","Challenge","0.9","Athletes must work together towards a common goal, overcome obstacles, and learn how to deal with both success and failure.","entity_raw","ClsC_2805dec1","Participation Obstacles","Sports and Society","[""Ch_000003""]","[]"
"En_a9fad993","life skills","Important practical and psychological skills individuals learn from engaging in sports.","Skill","0.9","Through participation in sports, individuals learn important life skills such as teamwork, perseverance, and resilience.","entity_raw","ClsR_7edbfa4b","Life Skills and Lessons from Sports","Sports-Based Personal Development","[""Ch_000002""]","[]"
"En_1e2a0ac7","teamwork","The ability to work effectively and cooperatively with others toward a common goal.","Skill","0.97","Through participation in sports, individuals learn important life skills such as teamwork, perseverance, and resilience.","entity_raw","ClsR_7edbfa4b","Life Skills and Lessons from Sports","Sports-Based Personal Development","[""Ch_000002""]","[]"
"En_f3813b78","perseverance","The capacity to persist in efforts despite difficulties, learned through sports participation.","Skill","0.97","Through participation in sports, individuals learn important life skills such as teamwork, perseverance, and resilience.","entity_raw","ClsR_7edbfa4b","Life Skills and Lessons from Sports","Sports-Based Personal Development","[""Ch_000002""]","[]"
"En_c73327a3","resilience","The ability to recover from setbacks and continue striving, developed through sports.","Skill","0.97","Through participation in sports, individuals learn important life skills such as teamwork, perseverance, and resilience.","entity_raw","ClsR_7edbfa4b","Life Skills and Lessons from Sports","Sports-Based Personal Development","[""Ch_000002""]","[]"
"En_47e2fcd4","lessons from sports participation","Life lessons learned through sports, such as cooperation and dealing with success and failure.","Concept","0.84","These lessons translate into other areas of life, helping individuals become better equipped to handle challenges in their personal and professional lives.","entity_raw","ClsR_7edbfa4b","Life Skills and Lessons from Sports","Sports-Based Personal Development","[""Ch_000003""]","[]"
"En_62dbd70d","thrill of competition","Excitement and emotional intensity produced by sporting contests.","Experience","0.9","Whether it is through the thrill of competition, the camaraderie of fans, or the inspiration of athletes, sports have the power to transcend boundaries and build bridges between individuals and communities.","entity_raw","ClsR_f284bb95","Sports-Related Emotional Experiences","Sport, Community & Social Experience","[""Ch_000005""]","[]"
"En_8af8dbd5","inspiration of athletes","Motivational influence that athletes exert on individuals and communities.","SocialInfluence","0.93","Whether it is through the thrill of competition, the camaraderie of fans, or the inspiration of athletes, sports have the power to transcend boundaries and build bridges between individuals and communities.","entity_raw","ClsR_f284bb95","Sports-Related Emotional Experiences","Sport, Community & Social Experience","[""Ch_000005""]","[]"
"En_b05deed9","sense of belonging","A feeling of being part of a group or community created among sports fans.","PsychologicalState","0.93","These events create a sense of belonging and pride among fans, who come together to celebrate the achievements of their favorite athletes and teams.","entity_raw","ClsR_f284bb95","Sports-Related Emotional Experiences","Sport, Community & Social Experience","[""Ch_000002""]","[]"
"En_735ab680","pride among fans","A feeling of satisfaction and esteem experienced by sports fans for their teams or athletes.","PsychologicalState","0.9","These events create a sense of belonging and pride among fans, who come together to celebrate the achievements of their favorite athletes and teams.","entity_raw","ClsR_f284bb95","Sports-Related Emotional Experiences","Sport, Community & Social Experience","[""Ch_000002""]","[]"
"Can_d0ba8cd1","sports","Organized physical activities and games, including competitions and events, that shape culture and society, promote values and social change, and have significant economic impact.","Concept","1.0","All mentions use the lowercase common noun “sports” in the same essay context, describing the same broad concept of organized physical activities and competitions and differing only in minor wording or type_hint.","entity_raw","ClsR_07362962","Sports (Domain Concept)","Sports and Society","[""Ch_000001"", ""Ch_000002"", ""Ch_000003"", ""Ch_000004"", ""Ch_000005""]","[]"
"En_0fdbeb24","participation in sports","The act of individuals taking part in sports activities.","Activity","0.93","Through participation in sports, individuals learn important life skills such as teamwork, perseverance, and resilience.","entity_raw","ClsR_eecce6d8","Sports Participation Activities","Sports and Society","[""Ch_000002""]","[]"
