"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_7f6ca4cc4b62","En_2af98f3b","En_6bd20b29","has_part","has_part","Subject entity includes the object entity as a physical component or substructure.","part_whole_relation","COMPOSITION","part-whole","0.9","Aggregate concept (protective spines and hairs) includes individual component 'spines'.","Entity definition and text both refer to ""spines or hairs"" as the combined protective structures.","","Some caterpillars have spines or hairs for protection...","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""on caterpillar body"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""or"",
 ""OtherQualifier"": ""Grouping: combined defensive structures""
}","The combined protective spines and hairs structure includes spines as a component."
"RelR_05a39f53d2c7","En_2af98f3b","En_332efc1c","has_part","has_part","Subject entity includes the object entity as a physical component or substructure.","part_whole_relation","COMPOSITION","part-whole","0.9","Aggregate concept (protective spines and hairs) includes individual component 'hairs'.","Combined term ""spines or hairs"" encompasses hairs as part of the defensive structures.","","Some caterpillars have spines or hairs for protection...","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""on caterpillar body"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""or"",
 ""OtherQualifier"": ""Grouping: combined defensive structures""
}","The combined protective spines and hairs structure includes hairs as a component."
"RelR_adc14e4f5770","Can_0a5c9807","En_6925a761","contributes_to","contributes_to","Indicates that the subject process or activity is a contributing causal factor to the occurrence, maintenance, or magnitude of the object outcome or state.","causal_influence_relation","CAUSALITY","causal","0.86","Process (pollination) → ecological state (balance of plant populations).","Text groups pollination and maintaining plant balance as essential ecosystem roles.","Caterpillars are the agents, but relation here is between the ecological process and the resulting state.","caterpillars are essential to the ecosystem as they play a crucial role in pollination and maintaining the balance of plant populations.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""within ecosystems where caterpillars interact with plants"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""crucial role in ... maintaining"",
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": ""EcologicalContext: ecosystem plant community dynamics""
}","Pollination is linked to maintaining the balance of plant populations."
"RelR_f21d9e53b149","Can_466f6058","En_328200c3","is_stage_of","is_life_stage_of","Indicates that a specific life stage belongs to and is part of the life cycle of a given organism.","life_stage_membership_relation","TEMPORALITY","hierarchical","0.94","Direction chosen as life-cycle stage (pupa) belonging to organism (butterfly).","The text explicitly states that the pupa stage is the third stage of the butterfly’s life cycle, linking this stage to the butterfly.","","The third stage of the butterfly's life cycle is the pupa stage.","Ch_000004","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""third stage of the life cycle"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The pupa stage is described as the third stage within the butterfly's life cycle."
"RelR_27d033e04d06","Can_1db56857","Can_466f6058","occurs_during","occurs_during","Indicates that a process or transformation takes place during a specific temporal phase or life stage.","life_stage_occurrence_relation","TEMPORALITY","temporal","0.82","Metamorphosis is described inside the chrysalis, which is characteristic of the pupa stage; thus mapped to pupa stage.","Metamorphosis is described as happening inside the chrysalis, which is formed when the caterpillar reaches the pupa stage, implying it occurs during that stage.","Stage linkage is inferred from biological knowledge in the text, not named explicitly in the same sentence.","Inside the chrysalis, the caterpillar undergoes a remarkable transformation known as metamorphosis.","Ch_000004","{
 ""TemporalQualifier"": ""during the pupa stage"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""During"",
 ""OtherQualifier"": null
}","Metamorphosis is the transformation process that takes place during the pupa stage of the butterfly life cycle."
"RelR_a2ae78a4dc63","Can_1db56857","En_bd0504e0","transforms","causes_morphological_change_in","A biological process causes structural or morphological change, including dissolution or reorganization, in anatomical structures of an organism.","biological_development_causal_relation","CAUSALITY","causal","0.96","Metamorphosis is the named transformation process acting on the caterpillar body.","The passage states that during metamorphosis, the caterpillar's body undergoes significant changes, indicating that metamorphosis transforms the body.","","During metamorphosis, the caterpillar's body undergoes significant changes as it develops into a butterfly.","Ch_000004","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""undergoes"",
 ""LogicalMarker"": ""During"",
 ""OtherQualifier"": null
}","Metamorphosis causes the caterpillar’s body to undergo significant changes."
"RelR_78e7393f0734","Can_1db56857","En_328200c3","results_in","results_in","Denotes that a process causally leads to a specific outcome state, structure, or life stage.","biological_process_outcome_relation","CAUSALITY","causal","0.93","Direction chosen as process (metamorphosis) producing outcome (butterfly).","The text states that during metamorphosis, the caterpillar develops into a butterfly, indicating metamorphosis yields the butterfly form.","","During metamorphosis, the caterpillar's body undergoes significant changes as it develops into a butterfly.","Ch_000004","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""as it develops into"",
 ""LogicalMarker"": ""as"",
 ""OtherQualifier"": null
}","Metamorphosis results in the development of the organism into an adult butterfly."
"RelR_afe7c3e54753","En_bd0504e0","En_328200c3","develops_into","develops_into","Indicates that an anatomical structure or life stage gradually changes and becomes another anatomical structure or life stage over the course of development.","morphological_transformation_relation","MODIFICATION","developmental","0.78","Interprets 'it develops into a butterfly' as the caterpillar body transforming into the butterfly.","The pronoun 'it' refers back to the caterpillar whose body is changing, and the sentence says it develops into a butterfly, implying the body becomes the butterfly.","Maps organism-level description onto the 'caterpillar body' anatomical entity.","the caterpillar's body undergoes significant changes as it develops into a butterfly.","Ch_000004","{
 ""TemporalQualifier"": ""by the end of metamorphosis"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""as"",
 ""OtherQualifier"": null
}","The caterpillar’s body ultimately develops into the butterfly form by the end of metamorphosis."
"RelR_dc1c54bff52d","Can_466f6058","En_5ee9c9cd","occurs_on","located_at","Indicates that the subject is situated at, on, or within the spatial region or physical substrate denoted by the object.","spatial_location_relation","SPATIALITY","spatial","0.7","The attachment of the caterpillar forming a chrysalis is characteristic of entering the pupa stage, linked here to the pupa stage entity.","The caterpillar attaches itself to a leaf or stem and forms a chrysalis, which is the physical form of the pupa stage, implying this stage occurs attached to the stem.","Relation created to capture spatial context of the pupa/chrysalis relative to the plant stem.","The caterpillar attaches itself to a leaf or stem and forms a protective shell around itself called a chrysalis.","Ch_000004","{
 ""TemporalQualifier"": ""when forming the chrysalis at the start of the pupa stage"",
 ""SpatialQualifier"": ""attached to a plant stem"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""implied correspondence between chrysalis and pupa stage"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""SubstrateType: plant stem or leaf""
}","During the pupa stage, the chrysalis (pupa) is attached to a plant stem, situating the stage on that substrate."
"RelR_bc274f2902df","En_826150dd","En_c159c60b","transforms_into","transforms_into","Indicates that a material or structure is converted into another material or structure, emphasizing physical or morphological transformation.","morphological_transformation_relation","MODIFICATION","physical transformation","0.97","Direction chosen as source anatomical structure (organs) transforming into resultant material (soupy substance).","The text explicitly states that its organs dissolve into a soupy substance.","","Its organs dissolve into a soupy substance, and new tissues and structures … begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during metamorphosis inside the chrysalis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""dissolve into"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The caterpillar's organs dissolve and are transformed into a soupy substance during metamorphosis."
"RelR_8c14d18c8a06","En_c159c60b","En_44969c5a","gives_rise_to","is_developmental_source_of","Indicates that one material or anatomical substrate serves as the developmental source or precursor from which another tissue or anatomical structure forms.","developmental_origin_relation","CAUSALITY","developmental","0.86","Implied that liquefied internal material is the source for newly forming tissues.","Sentence links organs dissolving into soupy substance with new tissues beginning to form, implying developmental origin.","Relation created to capture developmental origin even though the source is implicit.","Its organs dissolve into a soupy substance, and new tissues and structures … begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during metamorphosis inside the chrysalis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""implied, not explicitly stated"",
 ""CausalHint"": ""and ... begin to form"",
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": null
}","The soupy substance formed from dissolved organs gives rise to new tissues."
"RelR_9100d84b8533","En_c159c60b","Can_95454d35","gives_rise_to","is_developmental_source_of","Indicates that one material or anatomical substrate serves as the developmental source or precursor from which another tissue or anatomical structure forms.","developmental_origin_relation","CAUSALITY","developmental","0.84","Structures like wings are part of the ""new tissues and structures"" forming from liquefied organs.","Text links soupy substance and the beginning of formation of new structures such as wings.","Developmental source is inferred from sequencing, not spelled out causally.","Its organs dissolve into a soupy substance, and new tissues and structures, such as wings and antennae, begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""inferred"",
 ""CausalHint"": ""and ... begin to form"",
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": null
}","The soupy substance serves as the material from which butterfly wings develop."
"RelR_3d558fb2e335","En_c159c60b","En_5f6cee40","gives_rise_to","is_developmental_source_of","Indicates that one material or anatomical substrate serves as the developmental source or precursor from which another tissue or anatomical structure forms.","developmental_origin_relation","CAUSALITY","developmental","0.84","Antennae listed as exemplar of structures forming from the internal liquefied state.","The same clause that mentions wings also names antennae as forming as new structures.","As with wings, developmental origin is implied.","… new tissues and structures, such as wings and antennae, begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""inferred"",
 ""CausalHint"": ""begin to form"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The soupy substance is the developmental source of antennae."
"RelR_30f3df166726","Can_1db56857","En_826150dd","causes_transformation_of","causes_morphological_change_in","A biological process causes structural or morphological change, including dissolution or reorganization, in anatomical structures of an organism.","biological_development_causal_relation","CAUSALITY","causal process","0.88","Metamorphosis is the overarching process within which organ dissolution occurs.","Organ dissolution is described as part of the metamorphic process.","","Its organs dissolve into a soupy substance, and new tissues and structures … begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during the metamorphosis stage in the chrysalis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""as part of"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Metamorphosis involves and causes the dissolution of the caterpillar's organs."
"RelR_e4a8ef0dc8b3","Can_1db56857","En_44969c5a","results_in_formation_of","results_in","Denotes that a process causally leads to a specific outcome state, structure, or life stage.","biological_process_outcome_relation","CAUSALITY","outcome","0.86","Formation of new tissues is one of the core outcomes of metamorphosis.","The forming of new tissues is described immediately after organ dissolution within the metamorphic process.","","… and new tissues and structures, such as wings and antennae, begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""over the course of metamorphosis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""begin to form"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Metamorphosis results in the formation of new tissues."
"RelR_a7c1d8a2d6a4","Can_1db56857","Can_95454d35","results_in_formation_of","results_in","Denotes that a process causally leads to a specific outcome state, structure, or life stage.","biological_process_outcome_relation","CAUSALITY","outcome","0.86","Wing development is a specific structural outcome of metamorphosis.","Wings are explicitly cited as structures that begin to form during this process.","","… new tissues and structures, such as wings and antennae, begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""begin to form"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Metamorphosis results in the formation of butterfly wings."
"RelR_6323e3607881","Can_1db56857","En_5f6cee40","results_in_formation_of","results_in","Denotes that a process causally leads to a specific outcome state, structure, or life stage.","biological_process_outcome_relation","CAUSALITY","outcome","0.86","Antennae are part of the new structures formed through metamorphosis.","Antennae are listed as forming structures within the metamorphic process.","","… new tissues and structures, such as wings and antennae, begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""begin to form"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Metamorphosis results in the formation of antennae."
"RelR_ff3746e8fcf1","Can_1db56857","En_4433b9d4","results_in","results_in","Denotes that a process causally leads to a specific outcome state, structure, or life stage.","biological_process_outcome_relation","CAUSALITY","process outcome","0.9","Metamorphosis is the precursor stage whose completion yields the adult butterfly.","The text explicitly ties the completion of metamorphosis to emergence of the adult butterfly.","","Finally, after the metamorphosis is complete, the adult butterfly emerges from the chrysalis.","Ch_000005","{
 ""TemporalQualifier"": ""after metamorphosis is complete"",
 ""SpatialQualifier"": ""from the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""after"",
 ""LogicalMarker"": ""after"",
 ""OtherQualifier"": ""DurationRange: anywhere from a few days to several weeks; Dependency: duration depends on species of butterfly""
}","Completion of metamorphosis results in the emergence of a newly emerged adult butterfly."
