"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_b1409919e426","Can_720892c9","En_6bd937b5","promotes","promotes","A causal relation where a biological or ecological process increases, supports, or facilitates a beneficial ecological outcome (such as regeneration, diversity, or growth).","positive_ecological_effect_relation","CAUSALITY","causal benefit","0.97","Part of the same clause describing effects of the process.","Text states that the process (seed dispersal) helps to 'promote genetic diversity'.","","This process helps to regenerate plant populations, promote genetic diversity...","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""promote"",
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": null
}","Seed dispersal promotes genetic diversity in plant populations."
"RelR_8889b377fd7c","Can_720892c9","En_953fae54","supports","promotes","A causal relation where a biological or ecological process increases, supports, or facilitates a beneficial ecological outcome (such as regeneration, diversity, or growth).","positive_ecological_effect_relation","CAUSALITY","causal benefit","0.97","Same process-effect structure as previous clauses.","Sentence explicitly includes 'support the growth of new vegetation' as an outcome of the process.","","This process helps to regenerate plant populations, promote genetic diversity, and support the growth of new vegetation.","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""support"",
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": null
}","Seed dispersal supports the growth of new vegetation."
"RelR_a0b685562585","Can_4d0310b4","En_2c1674ac","consumes","feeds_on","Subject organism feeds on the object resource as part of its diet or trophic behavior.","trophic_interaction_relation","INTERACTION","trophic interaction","0.98","Consumption leads to seed dispersal later in the sentence.","Phrase clearly describes many bird species consuming fruits.","","Many bird species consume fruits and then spread seeds far and wide...","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""Many bird species"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""and then"",
 ""OtherQualifier"": null
}","Birds consume fruits as part of their feeding behavior."
"RelR_eaed17fdc1c9","En_2c1674ac","En_62c98f2d","contains","contains","Indicates that the subject physically contains the object as a component or part within its boundaries.","physical_component_relation","COMPOSITION","component-of","0.9","Entity description and process imply fruits house seeds.","While 'containing' is in the entity description, the text describes birds consuming fruits and then spreading seeds, implying seeds are within fruits.","Relation supported by process description plus entity definitions, not an explicit 'contain' clause in the prose.","Many bird species consume fruits and then spread seeds far and wide as they fly...","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""inside fruits"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""then spread seeds after fruit consumption"",
 ""LogicalMarker"": ""then"",
 ""OtherQualifier"": null
}","Fruits contain seeds that are later dispersed."
"RelR_099719430ec9","Can_4d0310b4","En_62c98f2d","disperses","disperses","Indicates that the subject acts to spread or transport the object from one location to others, typically as part of a dispersal process.","dispersal_relation","AGENCY","dispersal","0.98","Direct description of the dispersal mechanism following fruit consumption.","Sentence explicitly describes birds spreading seeds far and wide via excretion.","","Many bird species consume fruits and then spread seeds far and wide as they fly and excrete them in different locations.","Ch_000001","{
 ""TemporalQualifier"": ""after consuming fruits"",
 ""SpatialQualifier"": ""far and wide in different locations"",
 ""OperationalConstraint"": ""during flight"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""consume fruits and then spread seeds"",
 ""LogicalMarker"": ""then"",
 ""OtherQualifier"": null
}","Birds disperse seeds by flying and excreting them in different locations."
"RelR_b1ea91df10f0","Can_e67dc3e0","Can_9a985b31","exhibits_process","has_attribute","Relates an entity to an attribute, quality, state, or condition that characterizes it (e.g., stability, condition, health, resilience, or functioning).","state_attribute_relation","ATTRIBUTE","property-process","0.88","Functioning is named as belonging to ecosystems ('functioning ... of ecosystems').","Phrase 'functioning ... of ecosystems' semantically links functioning as a characteristic of ecosystems.","Relation created to capture that functioning is an attribute/process of ecosystems.","birds contribute to the functioning and stability of ecosystems worldwide.","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""worldwide"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""of"",
 ""OtherQualifier"": null
}","Ecosystems have and exhibit ecosystem functioning."
"RelR_ce625945a674","Can_e67dc3e0","En_a15c6d59","has_property","has_attribute","Relates an entity to an attribute, quality, state, or condition that characterizes it (e.g., stability, condition, health, resilience, or functioning).","state_attribute_relation","ATTRIBUTE","property","0.88","Stability explicitly framed as 'of ecosystems'.","Wording 'stability of ecosystems' indicates stability is a property/attribute of ecosystems.","Captures that stability is conceptually tied to ecosystems as a characteristic.","functioning and stability of ecosystems worldwide.","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""worldwide"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""of"",
 ""OtherQualifier"": null
}","Ecosystems possess the property of stability."
"RelR_ddd8b5d46713","Can_4d0310b4","Can_823fbab9","supports_reproduction_and_spread_of","facilitates_reproduction_and_dispersal_of","Indicates that the subject facilitates or supports the reproduction and spatial dispersal/colonization of the object population or species (e.g., via pollination or seed dispersal).","reproductive_support_relation","CAUSALITY","ecological_service","0.9","Direction chosen as birds providing service to plants.","The text states that without birds, many plant species would struggle to reproduce and colonize new areas.","","Without birds, many plant species would struggle to reproduce and colonize new areas","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""new areas"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""Without birds, plant species struggle to reproduce and colonize"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""leading to"",
 ""LogicalMarker"": ""Without"",
 ""OtherQualifier"": ""ServiceType: plant reproduction and colonization""
}","Birds support the reproduction and colonization of new areas by plant species."
"RelR_7b5e21c2d303","Can_720892c9","Can_823fbab9","enables_reproduction_and_spread_of","facilitates_reproduction_and_dispersal_of","Indicates that the subject (organism, agent, or process) functionally enables or supports both the reproductive success and spatial dispersal/colonization of the object species or population (e.g., via seed dispersal into new areas).","reproductive_support_relation","CAUSALITY","functional_dependency","0.86","Seed dispersal described as an additional role beyond pest control that aids plants.","The passage links birds’ seed dispersal to plant reproduction and colonization of new areas.","Seed dispersal is implied as the mechanism for plant reproduction and colonization.","Without birds, many plant species would struggle to reproduce and colonize new areas","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""new areas"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""In addition to seed dispersal"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ProcessRole: plant reproduction and colonization""
}","Seed dispersal enables plant species to reproduce and colonize new areas."
"RelR_57c6de548481","Can_4d0310b4","Can_720892c9","performs_process","participates_in_ecological_process","Indicates that an organism or biotic component acts as an agent or participant in a specified ecological process.","ecological_process_participation_relation","AGENCY","process_participation","0.95","Direction birds → seed dispersal as birds execute this process.","The phrase explicitly attributes seed dispersal to birds.","","In addition to seed dispersal, birds also play a key role","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""In addition to"",
 ""OtherQualifier"": ""Role: key role in seed dispersal""
}","Birds perform the ecological process of seed dispersal."
"RelR_28060d44593c","Can_4d0310b4","Can_374bb0ad","helps_maintain","supports_maintenance_of","Indicates that the subject contributes causally to maintaining or preserving the state, integrity, or level of the object (e.g., biodiversity).","conservation_outcome_relation","CAUSALITY","causal","0.9","Bird loss is linked to biodiversity decline; invert to birds maintaining biodiversity.","The text connects absence of birds to plant struggles and then to a decline in overall biodiversity.","","Without birds... leading to a decline in overall biodiversity.","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""overall biodiversity"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""Without birds, biodiversity declines"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""leading to"",
 ""LogicalMarker"": ""Without"",
 ""OtherQualifier"": ""Pathway: via plant reproduction and colonization""
}","Birds help maintain overall biodiversity by supporting plant reproduction and dispersal."
"RelR_0aeef4568200","Can_823fbab9","Can_374bb0ad","contributes_to","contributes_to","Indicates that the subject exerts a positive causal or functional influence on the occurrence, magnitude, or state of the object (a process, outcome, or property), without implying sole responsibility or strict determinism.","functional_contribution_relation","CAUSALITY","compositional","0.83","Plant species are components whose decline reduces biodiversity.","If plant species struggle to reproduce and colonize, this leads to a decline in overall biodiversity.","","would struggle to reproduce and colonize new areas, leading to a decline in overall biodiversity.","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""overall"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""When plant species struggle to reproduce and colonize"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""leading to"",
 ""LogicalMarker"": ""When"",
 ""OtherQualifier"": null
}","The status of many plant species contributes to overall biodiversity."
"RelR_ed800d3224be","Can_4d0310b4","Can_5a77ee9e","controls_population_of","regulates_population_of","Subject exerts a controlling effect that regulates the size or density of the object's population.","biological_pest_control_relation","CAUSALITY","regulation","0.96","Birds described as keeping insect populations in check.","Text: 'birds also play a key role in controlling insect populations' and 'help keep insect populations in check'.","","birds also play a key role in controlling insect populations.","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""help keep"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Mechanism: feeding on insects; Function: natural pest control""
}","Birds control insect populations by feeding on insects."
"RelR_71d4b7ad60c0","Can_4d0310b4","En_5debf55d","preys_on","preys_on","Subject organism acts as a predator on the object organism, reducing its population through predation.","trophic_interaction_relation","INTERACTION","trophic_interaction","0.88","Many bird species feed on insects which in this context are pests damaging crops and vegetation.","The text states that many bird species feed on insects and serve as natural pest control agents; pests are defined as such insects.","Maps 'insects' in text to the pest concept provided.","Many bird species feed on insects, serving as natural pest control agents","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in agricultural and vegetated areas"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""Many (not all) bird species"",
 ""CausalHint"": ""By preying on insects"",
 ""LogicalMarker"": ""By"",
 ""OtherQualifier"": ""Role: natural pest control agents""
}","Birds feed on pest organisms, acting as natural pest control agents."
"RelR_b66433a34a64","Can_4d0310b4","Can_9f3f5982","provides_service","provides_ecosystem_service","Indicates that the subject directly acts as a source or provider of one or more ecosystem services (e.g., by performing ecological functions that themselves constitute the service). This excludes purely indirect or enabling roles, which are modeled with 'supports_ecosystem_services'.","ecosystem_service_relation","FUNCTION","ecosystem_service","0.95","Birds are explicitly called natural pest control agents.","Birds are described as 'natural pest control agents' that help keep insect populations in check.","","Many bird species feed on insects, serving as natural pest control agents","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""Many bird species"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ServiceType: biological pest control""
}","Birds provide the ecosystem service of natural pest control."
"RelR_c739edb907b9","Can_9f3f5982","Can_5a77ee9e","reduces_population_of","regulates_population_of","Subject exerts a controlling effect that regulates the size or density of the object's population.","biological_pest_control_relation","CAUSALITY","regulation","0.94","Service is the regulating action on insect populations.","Natural pest control agents (birds) 'help keep insect populations in check'.","","serving as natural pest control agents that help keep insect populations in check.","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""help (not absolute control)"",
 ""CausalHint"": ""help keep"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Natural pest control by birds reduces and regulates insect populations."
"RelR_1f24eb3b1836","Can_9f3f5982","En_a62530a3","prevents","helps_prevent","Subject contributes to reducing the likelihood or occurrence of the object event or state, without guaranteeing complete prevention.","biological_pest_control_relation","CAUSALITY","preventive","0.96","Direction from control service to undesirable pest outbreaks.","The text says 'By preying on insects, birds help prevent outbreaks of pests'.","","By preying on insects, birds help prevent outbreaks of pests","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in agricultural and vegetated areas"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""help prevent (not guaranteed)"",
 ""CausalHint"": ""By preying on insects"",
 ""LogicalMarker"": ""By"",
 ""OtherQualifier"": null
}","Natural pest control by birds helps prevent outbreaks of pests."
"RelR_8a987d53c068","En_a62530a3","En_b3356c2f","damages","negatively_impacts","Subject causes harm or damage to the object, representing a negative impact on the affected resource, ecosystem, or health.","negative_impact_relation","CAUSALITY","negative_impact","0.97","Pest outbreak as causal factor, crops as affected resource.","Text explicitly: 'outbreaks of pests that can damage crops'.","","outbreaks of pests that can damage crops","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""where crops are present"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""can (potential damage)"",
 ""CausalHint"": ""that can damage"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Outbreaks of pests can damage crops."
"RelR_df5d68b1ae8f","En_a62530a3","En_8f9ec9bd","damages","negatively_impacts","Subject causes harm or damage to the object, representing a negative impact on the affected resource, ecosystem, or health.","negative_impact_relation","CAUSALITY","negative_impact","0.97","Same causal construction as for crops.","The phrase includes 'damage crops and other vegetation'.","","outbreaks of pests that can damage crops and other vegetation.","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""where vegetation occurs"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""can (potential damage)"",
 ""CausalHint"": ""that can damage"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Outbreaks of pests can damage other vegetation."
"RelR_be7c0bd8f03a","Can_9f3f5982","En_3f364a49","reduces_need_for","reduces_need_for","Subject decreases the required level, frequency, or dependence on the object (e.g., reducing the need for an input, intervention, or resource).","requirement_modification_relation","REQUIREMENT","substitution","0.98","Biological control substitutes for synthetic chemical use.","The passage states: 'This natural form of pest control reduces the need for chemical pesticides'.","","This natural form of pest control reduces the need for chemical pesticides","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in managed ecosystems such as agriculture"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""reduces the need for"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ManagementImplication: lower pesticide application""
}","Natural pest control by birds reduces the need to use chemical pesticides."
"RelR_a663746aa26b","En_3f364a49","Can_e67dc3e0","harms","negatively_impacts","Subject causes harm or damage to the object, representing a negative impact on the affected resource, ecosystem, or health.","negative_impact_relation","CAUSALITY","negative_impact","0.96","Chemicals as stressor, ecosystems as receiver.","The clause explicitly states harmful effects on ecosystems.","","chemical pesticides, which can have harmful effects on ecosystems","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""affected ecosystems"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""can (potential harm)"",
 ""CausalHint"": ""harmful effects on"",
 ""LogicalMarker"": ""which"",
 ""OtherQualifier"": null
}","Chemical pesticides can have harmful effects on ecosystems."
"RelR_3b24e467aa43","En_3f364a49","En_47c311a8","harms","negatively_impacts","Subject causes harm or damage to the object, representing a negative impact on the affected resource, ecosystem, or health.","negative_impact_relation","CAUSALITY","health_impact","0.96","Pesticides as risk factor to human health.","The text explicitly mentions harmful effects on human health.","","chemical pesticides, which can have harmful effects on ecosystems and human health.","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""exposed human populations"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""can (potential harm)"",
 ""CausalHint"": ""harmful effects on"",
 ""LogicalMarker"": ""which"",
 ""OtherQualifier"": null
}","Chemical pesticides can adversely affect human health."
"RelR_87d5fb5017da","Can_4d0310b4","En_b3356c2f","indirectly_protects","provides_protection_to","Subject contributes to protecting the object from harm or damage, either directly or indirectly (e.g., via trophic or ecological pathways).","protective_ecosystem_service_relation","CAUSALITY","indirect_effect","0.9","Birds → pest outbreaks → crop damage; summarized as indirect protection.","Text links birds preying on insects to preventing pest outbreaks, which can damage crops.","Relation added to capture the implied protective service to crops.","By preying on insects, birds help prevent outbreaks of pests that can damage crops","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""agricultural areas"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""help prevent (partial protection)"",
 ""CausalHint"": ""By preying on insects"",
 ""LogicalMarker"": ""By"",
 ""OtherQualifier"": ""Pathway: via reduction of pest outbreaks""
}","By preventing pest outbreaks, birds indirectly protect crops from damage."
"RelR_39cb0f503816","Can_4d0310b4","En_8f9ec9bd","indirectly_protects","provides_protection_to","Subject contributes to protecting the object from harm or damage, either directly or indirectly (e.g., via trophic or ecological pathways).","protective_ecosystem_service_relation","CAUSALITY","indirect_effect","0.9","Same causal chain as for crops, but with other vegetation.","The described pest outbreaks also damage 'other vegetation', which birds help prevent via predation.","Captures broader vegetation protection beyond crops.","pests that can damage crops and other vegetation.","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""vegetated ecosystems"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""help prevent (partial protection)"",
 ""CausalHint"": ""By preying on insects"",
 ""LogicalMarker"": ""By"",
 ""OtherQualifier"": ""Pathway: via reduction of pest outbreaks""
}","By preventing pest outbreaks, birds indirectly protect other vegetation from damage."
"RelR_e6eb7a6c964b","Can_4d0310b4","En_3f364a49","indirectly_reduces_need_for","reduces_need_for","Subject decreases the required level, frequency, or dependence on the object (e.g., reducing the need for an input, intervention, or resource).","requirement_modification_relation","REQUIREMENT","indirect_effect","0.88","Birds → natural pest control → reduced pesticide need; summarized to birds.","Birds are the agents of the natural pest control that reduces pesticide use.","Relation added to make explicit birds’ role beyond the service node.","This natural form of pest control reduces the need for chemical pesticides","Ch_000002","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""managed ecosystems (e.g., agriculture)"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""This natural form of pest control reduces the need"",
 ""LogicalMarker"": ""This"",
 ""OtherQualifier"": ""Pathway: via natural pest control service""
}","By providing natural pest control, birds indirectly reduce the need for chemical pesticides."
